,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
1870328,873585887036284928,773416317739233280,negative,remain,2017-06-10T17:01:20.000Z,"@the_hofstader I'm assuming that this gov will collapse before the end of the Brexit negs, therefore if Labour (let's say) went for #CancelBrexit then it's",['cancelbrexit']
1985573,876668686274150400,750018440446881920,negative,leave,2017-06-19T05:11:17.000Z,Our communities are experiencing far too much pain lately. Embarking on Brexit will further isolate &amp; destabilize us. We must #cancelbrexit.,['cancelbrexit']
1954704,875518086258020352,30700854,positive,other,2017-06-16T00:59:12.000Z,@DancingTheMind @jeremycorbyn Grateful Lauren if you would speak to Corbyn &amp; tell him youth does not want brexit &amp; my vote was with peg on nose anti-Tory. #CancelBrexit,['cancelbrexit']
1972788,876242771538870272,750018440446881920,positive,remain,2017-06-18T00:58:51.000Z,Brexit will crash UK economy while EU gets stronger &amp; reforms. We'd have to rejoin just to survive. Better to remain &amp; reform. #CancelBrexit,['cancelbrexit']
1954698,875517404855586816,30700854,negative,other,2017-06-16T00:56:30.000Z,"Why are these 2 women on Press Preview @SkyNews ""talking up"" @David_Cameron - the moron who's responsible for Brexit?  #CancelBrexit",['cancelbrexit']
1921781,874616477827072000,18214861,positive,remain,2017-06-13T13:16:32.000Z,"Another benefit of EU membership, could end with Brexit. #cancelbrexit 🇪🇺 https://t.co/jOzYgdLBja",['cancelbrexit']
1165890,851129110688649216,929355548,positive,other,2017-04-09T17:46:07.000Z,Theresa May! You can have your brexit and eat and then we will be free of you and brexit. #cancelbrexit https://t.co/0UYgPZ7qML,['cancelbrexit']
1954339,875502053010919424,30700854,negative,leave,2017-06-15T23:55:30.000Z,"Tital madness - poor to be trashed. #CancelBrexit 

Brexit: UK and EU negotiations to start on Monday - https://t.co/KLLHApP0iQ",['cancelbrexit']
1978542,876422280854855680,254185468,positive,other,2017-06-18T12:52:09.000Z,@nathankw You can never be certain what will happen but anti-Brexit forces must organise thru soc media etc to gain the ascendancy &amp; #cancelbrexit,['cancelbrexit']
1900266,874233720013762560,18214861,negative,remain,2017-06-12T11:55:35.000Z,"Cancel Brexit, it'll save us a hell of a lot of unnecessary pain, rising costs, economic uncertainty &amp; political instability. #cancelBrexit",['cancelbrexit']
939407,846700096913915904,750452841869893632,neutral,remain,2017-03-28T12:26:48.000Z,"It's obvious Tories will use #Brexit to ditch climate, employee rights, consumer, benefits etc standards. We're all doomed! #cancelbrexit","['cancelbrexit', 'brexit']"
310573,825999918540001280,179398887,negative,other,2017-01-30T09:31:41.000Z,"@chunkymark you get a do over with #brexit PLEASE @UKParliament don't waste it, we can't have UK &amp; US on the same deadly path #CancelBrexit","['cancelbrexit', 'brexit']"
1927612,874682219561971712,730658801200812032,positive,leave,2017-06-13T17:37:46.000Z,I agree with Steve Baker about the #Brexit language. The best and cleanest exit is a 'No' Brexit. Do the right thing Steve -  #CancelBrexit https://t.co/6zpC2S3r98,"['cancelbrexit', 'brexit']"
1960490,875688050529103872,750452841869893632,negative,remain,2017-06-16T12:14:35.000Z,".@theJeremyVine Yes. Cancel #Brexit. It will bankrupt the UK and cause permanent reputational damage, #cancelbrexit","['cancelbrexit', 'brexit']"
1998815,876821692148056064,254185468,negative,remain,2017-06-19T15:19:16.000Z,@mikegalsworthy #Brexit is not a fait accompli. It's a bonkers  notion that has no legs. #cancelbrexit,"['cancelbrexit', 'brexit']"
1919633,874558909914251264,522503274,positive,other,2017-06-13T09:27:47.000Z,I have a great idea for #Brexit negotiations.  #CancelBrexit ! Go back to normal.,"['cancelbrexit', 'brexit']"
2024765,877435341648658432,19441006,neutral,other,2017-06-21T07:57:42.000Z,"You should reject any shade of #Brexit. There is no mandate for #Brexit 

#CancelBrexit if you care for the people! https://t.co/YkKC6BfVIq","['cancelbrexit', 'brexit', 'brexit']"
1742757,870527059445116928,3043890163,positive,remain,2017-06-02T06:26:39.000Z,The best deal is to Remain or lose our passporting rights under hard brexit.  More empty promises from @Conservatives #ge2017 #cancelbrexit https://t.co/DJvyxdPdOm,"['cancelbrexit', 'ge2017']"
2011924,877107684109164544,30071893,positive,leave,2017-06-20T10:15:42.000Z,@dotdotdot17345 @jeremycorbyn @UKLabour I voted #Brexit I also voted #Labour. I don't want to #cancelbrexit   @jeremycorbyn is a great leader IMO and will be a great PM,"['cancelbrexit', 'labour', 'brexit']"
1245262,854382703516557312,19227069,neutral,remain,2017-04-18T17:14:44.000Z,"""..alternative to a government selling out the UK for kneejerk #xenophobia"" #GE17 #GE #Brexit 
Vote #CancelBrexit #FeckShit","['ge17', 'cancelbrexit', 'brexit', 'xenophobia', 'ge', 'feckshit']"
1892701,874117788406775808,86369042,neutral,leave,2017-06-12T04:14:55.000Z,Time to unilaterally revoke Article 50 and thus reverse Brexit. #RevokeArticle50 #CancelBrexit #LabourParty #No10 #RestoreConfidence,"['restoreconfidence', 'revokearticle50', 'labourparty', 'cancelbrexit', 'no10']"
459861,830493013700911104,3090493401,positive,remain,2017-02-11T19:05:38.000Z,Brexit popularity crumbles ... second referendum needed ;) #CancelBrexit #SaveTheEU #MassiveUturn https://t.co/UyvLlfY6Go,"['savetheeu', 'massiveuturn', 'cancelbrexit']"
1999086,876855921875574784,780840449963532160,negative,remain,2017-06-19T17:35:17.000Z,markhawkins123: #CancelBrexit #StopBrexit there's no time for Brexit in the UK,"['stopbrexit', 'cancelbrexit']"
1002617,913484635211956224,701078951184220160,neutral,remain,2017-09-28T19:24:43.000Z,Verhofstadt: #Brexit is a 'waste of time and energy' | #ExitFromBrexit  #2ndEURef #CancelBrexit #BrexitShambles https://t.co/2WNN4fSBzP,"['2ndeuref', 'cancelbrexit', 'brexit', 'exitfrombrexit', 'brexitshambles']"
1889879,941230473711443968,746401931317346304,negative,remain,2017-12-14T08:56:46.000Z,"Brexiters furious at sovereignty of Parliament when decision is one they disagree with - https://t.co/NNQA4JeFok via @newsthump
#Brexit #Amendment7 #YesTo7 #StopBrexit #CancelBrexit #ExitFromBrexit","['amendment7', 'cancelbrexit', 'brexit', 'yesto7', 'stopbrexit', 'exitfrombrexit']"
722882,903512432546639872,730658801200812032,negative,other,2017-09-01T06:58:45.000Z,#Brexit: Tory &amp; Labour MPs urge PM to stay in the customs union permanently. Wrong! Just #CancelBrexit. https://t.co/yE5DxbtMdS,"['brexit', 'cancelbrexit']"
57730,878751749728817152,19441006,positive,leave,2017-06-24T23:08:38.000Z,"Remember that, when you want to stop Freedom of Movement, Jeremy!!

#CancelBrexit #Brexit https://t.co/MY7akUuIV8","['brexit', 'cancelbrexit']"
56990,878716574403895296,19441006,negative,other,2017-06-24T20:48:51.000Z,"And as Farage admitted, the Referendum was advisory. 

#CancelBrexit 
#Brexit
https://t.co/2D6LdeA2Wt https://t.co/iuQtYVYO3M","['brexit', 'cancelbrexit']"
1133076,918006061487050752,746401931317346304,negative,remain,2017-10-11T06:51:15.000Z,"""Sufficient progress"" would be UK to #CancelBrexit. Admit it was never the will of the people,fraud,built on lies &amp; sheer stupidity. #Brexit https://t.co/NV3XT0qBER","['brexit', 'cancelbrexit']"
1919270,942062217503133696,746401931317346304,positive,leave,2017-12-16T16:01:49.000Z,"Much as it pains me to share a link to this website, it's good that their readers learn the truth that we can #CancelBrexit!

'Ditch #Brexit' Dutch PM 'happy' for Britain to REMAIN in EU  https://t.co/eRZGD6xxtY","['brexit', 'cancelbrexit']"
57910,878767413285834752,19441006,neutral,remain,2017-06-25T00:10:52.000Z,"And then he legged it…

#brexitshambles 
#CancelBrexit 
#Brexit https://t.co/NkPZNVnbev","['brexit', 'cancelbrexit', 'brexitshambles']"
1506335,931055023546609664,456973123,negative,remain,2017-11-16T07:03:10.000Z,"Too bloody right!
#StopBrexit #CancelBrexit #FascistBrexit #FBPE #Brexit https://t.co/gVERMImJyl","['brexit', 'cancelbrexit', 'fascistbrexit', 'stopbrexit', 'fbpe']"
1325160,923643162366808064,746401931317346304,neutral,remain,2017-10-26T20:11:05.000Z,"All of which we had already. DURRRR.
#Brexit #NoBrexit #StopBrexit #CancelBrexit #ExitFromBrexit #BrexitShambles #BrexitAtAnyCost https://t.co/FdkmLtttvn","['brexit', 'cancelbrexit', 'stopbrexit', 'brexitatanycost', 'nobrexit', 'exitfrombrexit', 'brexitshambles']"
1331083,923880278233403392,780840449963532160,neutral,remain,2017-10-27T11:53:17.000Z,"RT IVotedRemainEU: All of which we had already. DURRRR.
#Brexit #NoBrexit #StopBrexit #CancelBrexit #ExitFromBrex… https://t.co/x5shDpsaF6","['brexit', 'cancelbrexit', 'stopbrexit', 'nobrexit', 'exitfrombrex…']"
1761851,938136133514514432,456973123,negative,remain,2017-12-05T20:00:58.000Z,"#TheresaMay is ‘afraid of her own shadow’, her government is weak and #Brexit is proving ‘nonsense’, observers say.

Mood of resignation in #EU as #Brexit talks stutter

#StopBrexit #RevokeA50 #ExitFromBrexit #CancelBrexit #ToriesOut #FBPE

https://t.co/Za749lSFH4","['brexit', 'revokea50', 'cancelbrexit', 'stopbrexit', 'fbpe', 'eu', 'theresamay', 'exitfrombrexit', 'toriesout']"
1122603,917755407766081536,753752600,neutral,other,2017-10-10T14:15:14.000Z,"I'm alright Jackism
Typical Tory Brexiter
A Brexit Bastard.
#cancelBrexit #BrexitBastards https://t.co/GfFgpGgRh8","['brexitbastards', 'cancelbrexit']"
1816376,939112510602477568,701078951184220160,positive,remain,2017-12-08T12:40:45.000Z,Look #Brexit Britain! at what prize you could have won - EU signs biggest trade deal with Japan today | #BrexitDeal #StopBrexit #CancelBrexit #EU https://t.co/EP3RSvDUCN,"['brexitdeal', 'cancelbrexit', 'brexit', 'stopbrexit', 'eu']"
1817392,939122344437657600,701078951184220160,neutral,remain,2017-12-08T13:19:49.000Z,#Brexit: Northern Irish will be able to remain EU citizens in an deeply unbalanced #BrexitDeal | #StopBrexit #CancelBrexit https://t.co/ddNNJB78aI,"['brexitdeal', 'stopbrexit', 'cancelbrexit', 'brexit']"
755820,904971793378791424,3317996643,neutral,remain,2017-09-05T07:37:43.000Z,@Independent Going too fast for her motley crew of morons?  Or we pulling out of negotiations? #CancelBrexit #BrexitDelusions #brexitshambles #Brexit,"['brexitdelusions', 'brexit', 'cancelbrexit', 'brexitshambles']"
1906818,941630169340628992,456973123,neutral,remain,2017-12-15T11:25:01.000Z,"I long to see this headline splattered across every mainstream media outlet, followed shortly afterwards by the splattering of #Brexiteer breakfasts over their copies of the #DailyMail #DailyExpress #Sun, etc. #StopBrexit #CancelBrexit #ExitFromBrexit #RevokeA50 #FBPE #Brexit https://t.co/Ftk53zeWTG","['brexiteer', 'cancelbrexit', 'revokea50', 'brexit', 'dailymail', 'stopbrexit', 'sun', 'fbpe', 'exitfrombrexit', 'dailyexpress']"
1451032,929288364129361920,44560229,negative,remain,2017-11-11T10:03:06.000Z,My #FinalSay on #Brexshit: CANCEL BREXIT IS NOT NEGOTIABLE!! #StopBrexit #NeverBrexit #CancelBrexit #IamEuropean #EULoudandProud #ResistBrexit #NoBrexit #YesToEU,"['brexshit', 'resistbrexit', 'yestoeu', 'finalsay', 'cancelbrexit', 'euloudandproud', 'stopbrexit', 'iameuropean', 'neverbrexit', 'nobrexit']"
1440210,928942600014516224,76995755,positive,other,2017-11-10T11:09:09.000Z,Love your slogan T 🇪🇺You are a shining light! Can we have a 'CANCEL BREXIT' day/week/year please @khamnettlondon #cancelbrexit https://t.co/5p2h3K1lzp,['cancelbrexit']
389600,889877030124257280,30700854,negative,remain,2017-07-25T15:56:31.000Z,"@ChukaUmunna @Just_Clive @LabourList @UKLabour Why did you ruin that tweet with the words ""after Brexit""? #CancelBrexit",['cancelbrexit']
714026,903220604358324224,2925136264,neutral,other,2017-08-31T11:39:07.000Z,"We always knew Brexit was going to be a complete shambles, just look at the faces of the ""winners"" on the day after the vote. #CancelBrexit https://t.co/xOTZdKGAcV",['cancelbrexit']
1171523,918748743318556672,780840449963532160,positive,remain,2017-10-13T08:02:24.000Z,Perhaps all brexit supporting MP’s should b sacked replacing them with remain supporting MP’s #CancelBrexit… https://t.co/hoL95VNiXp,['cancelbrexit']
1747969,937970632028979200,773416317739233280,negative,other,2017-12-05T09:03:19.000Z,"@IainDale It will serve you right for peddling the stupidity of 'brexit' as a sensible, logical and desirable Policy option.

#CancelBrexit",['cancelbrexit']
321582,887575439371362304,28533091,positive,other,2017-07-19T07:30:49.000Z,Have just burst out laughing on the bus at this. Omg. What a complete and utter shambles Brexit is proving to be. #CancelBrexit https://t.co/TXMuDQEkGB,['cancelbrexit']
428294,891266400022659072,30700854,neutral,other,2017-07-29T11:57:23.000Z,@NickBoles The most sensible &amp; un-selfish transition is a reversal of the economic insanity of brexit (just to save @Conservatives ) #CancelBrexit,['cancelbrexit']
672198,901381890027945984,773416317739233280,negative,remain,2017-08-26T09:52:44.000Z,"@PaulineMoorhou2 @damocrat didn't think that brexit was a Stupid idea before, then you might do now !

#CancelBrexit",['cancelbrexit']
1473326,930122960836362240,21408481,negative,leave,2017-11-13T17:19:29.000Z,Classic Tory bullshit - back to the drawing board or #cancelBrexit not options. The choice is to either vote for Government’s Brexit or vote to leave EU without deal. Not our official opposition were really opposing anyway. https://t.co/l27uIe8a3j,['cancelbrexit']
1637508,935051645800665088,773416317739233280,negative,remain,2017-11-27T07:44:19.000Z,"@_Liam_Walker_ @Conservatives Lowest Growth predictions EVER, and a potentially hideous re-opening of the Ireland Conflict, via the gormless Stupidity that is 'brexit'....  

#CancelBrexit",['cancelbrexit']
684336,901924101945671680,2911124404,negative,leave,2017-08-27T21:47:17.000Z,"@gilesgilesgiles says 'TIME TO EXIT BREXIT, LETS DUMP BREXIT' ❤️❤️❤️ #CANCELBREXIT 📸… https://t.co/aAWiImGm6t",['cancelbrexit']
1574504,933076915593924608,773416317739233280,neutral,other,2017-11-21T20:57:27.000Z,"@jimcaris @johnfburr @ThatTimWalker At least if we #CancelBrexit and Remain, we can have the 'mini-boom' that the Governor of the Bank of England said we would have been having, if it wasn't for the threat of brexit, - and we would then at least have a chance of helping the poorest in our Communities.",['cancelbrexit']
885846,909859791815761920,582096782,negative,remain,2017-09-18T19:20:53.000Z,Please can we just cancel Brexit? It's really such a bad idea. People were lied to. At least can we talk about it? #cancelBrexit,['cancelbrexit']
748712,904697912550195200,773416317739233280,neutral,other,2017-09-04T13:29:25.000Z,"@WestmonsterUK of 'brexit', and going ahead with it, and is not referring to any anti-democratic thoughts you might be having in the US. #CancelBrexit",['cancelbrexit']
196687,883608240860344320,194167885,negative,remain,2017-07-08T08:46:35.000Z,Brexit isn't workable or realistic. Disaster for economy #cancelbrexit https://t.co/6kX9V1mdoY,['cancelbrexit']
11248,877869161170575360,773416317739233280,neutral,other,2017-06-22T12:41:32.000Z,"@lfeatherstone ""Brexit, or Tories, Brexit or Tories ""
I think there needs to be a temporary cross-party Coalition with the single purpose of #CancelBrexit",['cancelbrexit']
1731672,937727158214119424,17686395,neutral,other,2017-12-04T16:55:51.000Z,Britain...and Brexit is ruled by 10 Northern Irish MPs. This is a total nightmare. There is a way out. #CancelBrexit,['cancelbrexit']
741747,904401572926550016,773416317739233280,negative,remain,2017-09-03T17:51:52.000Z,"@anthhindmarch @Andrew_Adonis No, instead ""Let's have a Brexit General Election"" - said Theresa May, - so she did, - and she LOST.  No Mandate.  #CancelBrexit.",['cancelbrexit']
620343,898809032252600320,773416317739233280,negative,remain,2017-08-19T07:29:07.000Z,"How Stupid and Expensive does brexit have to be, before it gets Cancelled ? ? ?

Get A Grip !  #CancelBrexit ! https://t.co/p9dzdDZ9pK",['cancelbrexit']
1918990,942065024520065024,213415213,positive,remain,2017-12-16T16:12:59.000Z,"Brexiteers want brexit so UK judges and parliament can rule, yet when UK judges and parliament try to do anything  brexiteers do nothing but moan...lol catch22. #cancelbrexit",['cancelbrexit']
671055,901271097534021632,30700854,negative,remain,2017-08-26T02:32:29.000Z,Dawn Butler is in cloud cuckoo land if she thinks @UKLabour &amp; dinosaur @jeremycorbyn have a better Brexit than bloody Tories. #CancelBrexit https://t.co/C8DfI2HP9O,['cancelbrexit']
252970,885481628159680512,493544561,positive,other,2017-07-13T12:50:46.000Z,"There's only one good Brexit, and that is a cancelled one. #cancelbrexit  https://t.co/scL3MMT9wy",['cancelbrexit']
1074787,916395942013820928,15559326,negative,other,2017-10-06T20:13:13.000Z,"""@ReutersUK: EU braces for Brexit talks collapse as May falters https://t.co/oYeKshfkB8 https://t.co/CzgL4rMfO0"" Ouch

#CancelBrexit 👌",['cancelbrexit']
1895783,941344063894286336,574350806,negative,other,2017-12-14T16:28:08.000Z,"#cancelbrexit Brexit should be cancelled, Austrian prime minister Christian Kern says 👏🏻👍🏾
https://t.co/tXWZ11nkSK",['cancelbrexit']
1786332,938682300484775936,19868151,positive,other,2017-12-07T08:11:14.000Z,"#CancelBrexit

⚡️ “Newspaper leaves front page blank and urges readers to help Brexit minister”

https://t.co/nzXjEHmcxn",['cancelbrexit']
297181,886868983563026432,392485698,positive,leave,2017-07-17T08:43:37.000Z,@dicidido1 @campbellclaret @France2tv Lord Haw Haw was a traitor to his country. Alastair is a traitor to Brexit and so has the country's best interests at heart #cancelbrexit,['cancelbrexit']
39058,878300524499619840,47598058,neutral,remain,2017-06-23T17:15:37.000Z,"When will our lily-livered Parliamentary representatives finally get sensible and #cancelbrexit
Brexit isn't working, it's based on lies https://t.co/hWHR8lYjnm",['cancelbrexit']
1369040,925741560943337472,9709412,negative,remain,2017-11-01T15:09:22.000Z,"#cancelBrexit 💯
My fantasy Corbyn speech: ‘I can no longer go along with a ruinous Brexit’ | Alastair Campbell https://t.co/gQKHUHJ8Jb",['cancelbrexit']
1022822,914465175717236736,92653916,negative,leave,2017-10-01T12:21:02.000Z,". @UKLabour don't want to talk Brexit,neither do Tories, @LibDems do but no one wants to listen, UKIP no longer exists to talk #CancelBrexit",['cancelbrexit']
1689508,936371066620039168,9709412,positive,other,2017-11-30T23:07:13.000Z,"It's time to stop Brexit. Don't miss this from Laurie Penny
#cancelBrexit #bbcqt https://t.co/YyygU0Cq4P","['cancelbrexit', 'bbcqt']"
1594531,933658061906087936,382339978,negative,remain,2017-11-23T11:26:43.000Z,"I'm lucky enough to live in the city that was European Capital of Culture in 2008 and it TRANSFORMED Liverpool with EU money.

So sorry for Dundee, Leeds, etc. on more bad news that #Brexit brings. 

Time to realise when we're wrong and #CancelBrexit","['cancelbrexit', 'brexit']"
1752827,938003014249582592,164356661,negative,other,2017-12-05T11:12:00.000Z,"Hey here's a better idea, let's have another referendum now people have all the facts &amp; can see through the bullshit &amp; vote down #Brexit #CancelBrexit https://t.co/phOlfyOHL7","['cancelbrexit', 'brexit']"
1285727,922485610065035264,1626325842,positive,other,2017-10-23T15:31:23.000Z,"Brexit 'could be delayed' if any aspect of negotiations is referred to European Court of Justice, experts warn
Refer every aspect of #Brexit to EU court #CancelBrexit
https://t.co/MpVn7Mbt1N","['cancelbrexit', 'brexit']"
6485,877788634644176896,19441006,negative,remain,2017-06-22T07:21:33.000Z,"#Brexit can and will be stopped! It is not ‘the will of the people’!

#CancelBrexit https://t.co/qa9BhtlNGs","['cancelbrexit', 'brexit']"
489259,893376797991202816,30700854,positive,other,2017-08-04T07:43:21.000Z,@ChukaUmunna And what the dinosaurs @jeremycorbyn &amp; @JohnMcDonnelMP who are #brexit champions siding with @theresa_may &amp; a hard Brexit? #CancelBrexit,"['cancelbrexit', 'brexit']"
1108296,917417746262044672,19441006,neutral,leave,2017-10-09T15:53:30.000Z,"Any day now …

#BREXIT 
#CANCELBREXIT https://t.co/crxnE2Lz5K https://t.co/FPgvXHBoZY","['cancelbrexit', 'brexit']"
1298372,922874241548201984,701078951184220160,positive,other,2017-10-24T17:15:40.000Z,Foreign aid will be spent in Britain's  'national interest' to boost trade after #Brexit | #CancelBrexit https://t.co/CYTBnYYWgV,"['cancelbrexit', 'brexit']"
46761,878478722663428096,48582984,neutral,leave,2017-06-24T05:03:43.000Z,Brexit forever or #Brexit never? #CancelBrexit https://t.co/jsjfX5Kb5r,"['cancelbrexit', 'brexit']"
613900,898321624348319744,20374554,neutral,other,2017-08-17T23:12:19.000Z,4 maps that will change how you see migration in Europe https://t.co/MSchP0POwQ via @wef #Brexit #cancelbrexit,"['cancelbrexit', 'brexit']"
488974,893372097124323328,30700854,negative,remain,2017-08-04T07:24:40.000Z,".@skystephen There is no ""best deal"" for #brexit Priti Patel! There is only the economic insanity of it for the UK&amp;NI - just #CancelBrexit","['cancelbrexit', 'brexit']"
13942,877889538802065408,4774708829,neutral,remain,2017-06-22T14:02:31.000Z,"""You may say I'm a dreamer - but I'm not the only one"" @eucopresident Donald Tusk on #BrexitReversal #Brexit #CancelBrexit https://t.co/2cOPspCukd","['cancelbrexit', 'brexit', 'brexitreversal']"
522395,894587306442608640,2911124404,neutral,remain,2017-08-07T15:53:29.000Z,Out in Paris wearing #CANCELBREXIT with friends #katharinehamnett #BREXIT #mondays https://t.co/VLFMBCyRLE,"['cancelbrexit', 'brexit', 'mondays', 'katharinehamnett']"
1716516,937428614009716736,456973123,negative,remain,2017-12-03T21:09:32.000Z,"Please excuse me for not tweeting much the last couple of days. I've come down with a rather nasty cold that is making me particularly foggy headed. 
Mainly just sticking to RTs until it passes.
PS: #StopBrexit #FBPE #Brexit #CancelBrexit #RevokeA50 *sneeze* #ColdsSuck *sniff*","['cancelbrexit', 'brexit', 'revokea50', 'coldssuck', 'stopbrexit', 'fbpe']"
1191180,919470247417122816,746401931317346304,positive,remain,2017-10-15T07:49:24.000Z,@frenchyogi We need #Brexit to be at forefront of people's minds and not forgotten. Also use #StopBrexit #ExitFromBrexit #BrexitShambles #CancelBrexit,"['cancelbrexit', 'brexit', 'stopbrexit', 'exitfrombrexit', 'brexitshambles']"
1296776,922808618885566464,746401931317346304,negative,remain,2017-10-24T12:54:54.000Z,"We could have done with one of those in parliament.
#Brexit #StopBrexit #CancelBrexit #ExitFromBrexit #BrexitShambles #BrexitAtAnyCost #fail https://t.co/pveZirKTVj","['cancelbrexit', 'brexit', 'stopbrexit', 'fail', 'brexitatanycost', 'exitfrombrexit', 'brexitshambles']"
1506246,931052983340724224,456973123,positive,remain,2017-11-16T06:55:04.000Z,"Good luck @albawhitewolf 
You truly are an inspirational ray of light against the darkening #Brexit clouds. #StopBrexit #FBPE #CancelBrexit #BBCr4 @BBCAnyQuestions @BBCRadio4 https://t.co/iij59eUpvl","['cancelbrexit', 'brexit', 'stopbrexit', 'fbpe', 'bbcr4']"
1517834,931399755523153920,96211530,positive,remain,2017-11-17T05:53:00.000Z,UK now BOTTOM ofG7 growth league. If ever there was a case to stop Brexit it’s this. #cancelbrexit #stopbrexit #FBPE #FollowBackProEU,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1679980,936125191297658880,96211530,neutral,remain,2017-11-30T06:50:12.000Z,Well done brexit...........plonkers. #cancelbrexit #stopbrexit #FBPE #FollowBackProEU https://t.co/bFcnaEKxfZ,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1879142,941032560053899264,96211530,positive,other,2017-12-13T19:50:20.000Z,@Nigel_Farage you pushed for brexit for us to take back control. Now you don’t like it you muppet. It’s called democracy. Dear oh dear. #cancelbrexit #stopbrexit #FBPE #FollowBackProEU https://t.co/IpFlA7N6d4,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1845580,939930076992475136,96211530,negative,remain,2017-12-10T18:49:28.000Z,Brexit has been brought on by those who want to fleece us plebs. Just a shame that the sheep didn’t realise this and blindly headed for the cliff. We MUST #cancelbrexit #stopbrexit #FBPE #FollowBackProEU,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1821775,939191637531602944,96211530,neutral,remain,2017-12-08T17:55:10.000Z,Brexit MUST be halted. #cancelbrexit #stopbrexit #FBPE #FollowBackProEU https://t.co/BUqixIntnX,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1617118,934365021198577664,96211530,negative,remain,2017-11-25T10:15:55.000Z,And meanwhile our infrastructure NHS etc is crumbling away bit by bit and will get even worse after brexit. #cancelbrexit #stopbrexit #FBPE #FollowBackProEU NOW!!! https://t.co/Kaow1megil,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1457672,929616789084033024,96211530,positive,remain,2017-11-12T07:48:08.000Z,@Jim_Cornelius @MariaRossall The rich and powerful will thrive post brexit whilst us plebs will suffer horrendously. Time to #cancelbrexit #stopbrexit #FBPE #FollowBackProEU,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1630524,934845483641724928,96211530,negative,remain,2017-11-26T18:05:06.000Z,The brexit plonkers want their cake and eat is as promised. It doesn’t work that way. Brexit badly thought through on porky pies and miss information #cancelbrexit #stopbrexit #FBPE #FollowBackProEU https://t.co/5b1orvDZWs,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1632158,934877602715787264,96211530,negative,remain,2017-11-26T20:12:44.000Z,Brexit is badly thought through and totally un necessary #cancelbrexit #stopbrexit #FBPE #FollowBackProEU https://t.co/PTDPdEYtcT,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
1617136,934365454902136832,96211530,negative,remain,2017-11-25T10:17:38.000Z,As long as you are supporting brexit there’s no chance in hell labour will get my support #cancelbrexit #stopbrexit #FBPE #FollowBackProEU https://t.co/sZJwpGuYSt,"['cancelbrexit', 'followbackproeu', 'stopbrexit', 'fbpe']"
