,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
1842787,1164173458542084096,5858962,positive,other,2019-08-21T13:52:36.000Z,@BorisJohnson @DavidShBrazil We will be committing economic suicide on 31st Oct. Be honest for once in your life - explain what Brexit will really mean &amp; let the people decide. That would be statesmanlike. Je suis European #BrexitKillstheNHS #BollocksToBrexit #RemainAlliance #YestoEurope https://t.co/4uyjCN2lRE,"['bollockstobrexit', 'brexitkillsthenhs', 'yestoeurope', 'remainalliance']"
1058169,1152618168763977728,871676753919578112,positive,remain,2019-07-20T16:36:00.000Z,A no-deal Brexit will be fine because we’ll still have fresh drinking water. Really? We know we wouldn’t have the ingredients for fat Boris’ beloved Mars Bars. #kippergate ‘Warm fish goes off. Why are these people clapping food poisoning?’#NoToBoris #YestoEurope #BollocksToBrexit https://t.co/V0GL5J9ZVk,"['bollockstobrexit', 'kippergate', 'yestoeurope']"
1864122,1164478100618600448,5858962,positive,leave,2019-08-22T10:03:08.000Z,@IanBlackfordMP @socksknitter Brexit perfectly encapsulates why Scotland needs independence. Je suis European #RejectBrexit #BollocksToBrexit #RemainAlliance #YestoEurope https://t.co/WoX1r0ZOGT,"['bollockstobrexit', 'rejectbrexit', 'remainalliance', 'yestoeurope']"
1905248,1165256681007308800,5858962,negative,other,2019-08-24T13:36:56.000Z,@BethRigby So he doesn’t want a No Deal Brexit?... so the obvious logic is therefore he must commit to Revoke A50 before 31st Oct. No one voted for No Deal. Je suis European #RejectBrexit #BollocksToBrexit #RemainAlliance #YestoEurope https://t.co/t3horXRJGE,"['bollockstobrexit', 'rejectbrexit', 'remainalliance', 'yestoeurope']"
1928519,1165680475337310208,5858962,negative,other,2019-08-25T17:40:57.000Z,@Peston @BorisJohnson @eucopresident Yes reneging on a debt to the EU + a No Deal Brexit will make any possibility of replacing all the trade deals WE ALREADY HAVE even harder to achieve. Give the people the final say! Je suis European #RejectBrexit #BollocksToBrexit #RemainAlliance #YestoEurope https://t.co/UyqB7CjME9,"['bollockstobrexit', 'rejectbrexit', 'remainalliance', 'yestoeurope']"
1990016,1166639755058176000,5858962,negative,remain,2019-08-28T09:12:47.000Z,@drdavidbull It’s Johnson who is acting like a dictator. Wake up - the country does not want Brexit now they see clearly all the lies &amp; the damage it will bring. Je suis European #RejectBrexit #BollocksToBrexit #RemainAlliance #YestoEurope https://t.co/HEUK5RDVgb,"['bollockstobrexit', 'rejectbrexit', 'remainalliance', 'yestoeurope']"
1909837,1165352272483758080,5858962,positive,other,2019-08-24T19:56:47.000Z,@jeremycorbyn The country is just over 60 days from No Deal Brexit. Nothing should be more important than stopping No Deal or any Brexit. Every second of your time &amp; Social Media output should be focused on that one issue. Je suis European #RejectBrexit #BollocksToBrexit #YestoEurope https://t.co/m0MRzQTq2x,"['bollockstobrexit', 'rejectbrexit', 'yestoeurope']"
2145858,1167833245393850368,5858962,negative,remain,2019-08-31T16:15:17.000Z,@SteveBarclay The British people cannot unite behind the Brexit lie &amp; a coup. Today all over the country we are opposing your closing of parliament &amp; no deal Brexit. Je suis European #StopTheCoup #BollocksToBrexit #RemainAlliance #YestoEurope https://t.co/8F7Fuv9cbv,"['bollockstobrexit', 'stopthecoup', 'yestoeurope', 'remainalliance']"
1515770,1159447019255189504,5858962,positive,other,2019-08-08T12:51:25.000Z,@lizbilney I was involved in preparing for the Millenium ‘bug’ &amp; believe me the reason it did not impact us was down to billions of pounds worth of preparation across the country over a 5 yr period. Any Brexit will hit hard. Je suis European #BollocksToBrexit #RemainAlliance #YestoEurope https://t.co/RyeoLnn3wu,"['bollockstobrexit', 'yestoeurope', 'remainalliance']"
1631767,1161258379471405056,1103673366005932032,positive,other,2019-08-13T12:49:07.000Z,"Good to chat with ""Stop Brexit Steve"" @snb19692 and @SODEMAction today. Very impressed with how hard they are working to get across the message that WE DON'T WANT BREXIT. Keep shouting 📣📣📣
#StopBrexitSaveBritain #StopBrexitSaveDemocracy #YesToEurope #BollocksToBrexit https://t.co/TTiDESZA9d","['bollockstobrexit', 'yestoeurope', 'stopbrexitsavebritain', 'stopbrexitsavedemocracy']"
1055208,1152558578940731392,1124350302235308032,negative,leave,2019-07-20T12:39:13.000Z,We cant all be the #EUsupergirl but we can all speak out to stop the #toxicmess of #Brexit. Instead say #YestoEurope #yestoDemocracy and #yestoChange https://t.co/4lMro5oR5J,"['brexit', 'eusupergirl', 'yestochange', 'yestodemocracy', 'yestoeurope', 'toxicmess']"
1055061,1152556028308967424,253498519,negative,other,2019-07-20T12:29:05.000Z,EU funded #MarchForChange #YesToEurope full of Tory rebels who oppose #Brexit #Prorogation on g... https://t.co/PNcxpFo7iO,"['brexit', 'marchforchange', 'prorogation', 'yestoeurope']"
1644841,1161536324622594048,705749959631638528,positive,remain,2019-08-14T07:13:34.000Z,"I loved #JohnBercow before he even said anything against #Brexit. Now I love him even more 😊

https://t.co/j5F3Fr6GIX 

#StopBrexit #bollockstobrexit #NotoBrexit #NoToNodeal #NotoBoris #yestoeurope #FBPE #SODEM","['brexit', 'notoboris', 'yestoeurope', 'fbpe', 'bollockstobrexit', 'stopbrexit', 'notobrexit', 'notonodeal', 'sodem', 'johnbercow']"
1066241,1152868328324640768,794906337146707840,negative,remain,2019-07-21T09:10:03.000Z,"@Jacob_Rees_Mogg If there is no positive facts on which to sell Brexit, you will have to resort to ""peddling optimism"", I guess.

Normally, you peddle items of nefarious origin (see below).

Could this have been a Freudian Slip, I wonder? 😈

#Brexit
#YestoEurope https://t.co/RS9SbgJ7nN","['brexit', 'yestoeurope']"
1202258,1154674574673481728,794906337146707840,neutral,leave,2019-07-26T08:47:26.000Z,"@DavidLammy What I find utterly disturbing abt this WW2 glorification, invoking Blitz spirit etc, is that English conveniently blend out facts.

Without the US's support the war might well have ended differently. Plus,the UK was a big recipient of Marshall Plan funds 🤷‍♀️

#YesToEurope
#Brexit","['brexit', 'yestoeurope']"
1050241,1152477298270121984,1449825546,positive,other,2019-07-20T07:16:14.000Z,"'One of the top officials handling #Brexit told ministers that threatening no deal was like taking the pin out of a grenade and holding it next to your own head.'
Yet Boris and Hunt still promote it.
#YestoEurope 
https://t.co/bkDwuXOCiL","['brexit', 'yestoeurope']"
1058051,1152615273507295232,836721050008313728,negative,remain,2019-07-20T16:24:30.000Z,The marches the euro-fanatics are holding are getting smaller. Recent survey: Support for #Brexit reaches 57% - up from 51.9% in the referendum. EU remain is dying. This time next week the UK will have its first pro-Brexit Prime Minister (#BorisJohnson). #YesToEurope - NO TO EU. https://t.co/qY8c9zJFeb,"['brexit', 'yestoeurope']"
1055522,1152564557619089408,1449825546,negative,other,2019-07-20T13:02:58.000Z,"Frightening to see the nonsense some Brexiteers come out with. 
Leavers promised all sorts of things in the referendum, some contradictory, but May's #Brexit deal was far closer to what most people expected than No Deal, which was not a proposed option.
#YestoEurope https://t.co/Iu7S0CCgdW","['brexit', 'yestoeurope']"
1059418,1152645075186388992,517199271,negative,leave,2019-07-20T18:22:55.000Z,"@OwenJones84 And four years later, Labour refuses to embrace European Socialism and stand against #Brexit 🤷🏾‍♂️  2 steps forward, 1 step back. #YestoEurope","['brexit', 'yestoeurope']"
1056686,1152587308274786304,1061265602566913920,positive,remain,2019-07-20T14:33:22.000Z,"@RCorbettMEP BREAK the BREXIT.
History is being made on Twitter. A wonderful piece of participative politics. Well done Richard and all British Europeans! #EU and #Amsterdam are with you!!
#NotoBoris #YestoEurope @LabourinEurope @UKandEU @peoplesvote_uk @Europarl_EN @vonderleyen 
Erasmus","['eu', 'notoboris', 'yestoeurope', 'amsterdam']"
1058442,1152624207987183616,296005306,positive,other,2019-07-20T17:00:00.000Z,"#UnitedKingdom | Best for Britain, Scientists for the #EuropeanUnion, National Health Service (NHS) for People's Vote and other social organizations took to the streets to perform the #NoToBoris, #YesToEurope march in #London. #Brexit
https://t.co/WNM9uHgSmZ","['europeanunion', 'london', 'yestoeurope', 'notoboris', 'unitedkingdom', 'brexit']"
1058517,1152625659090481152,3059457425,positive,other,2019-07-20T17:05:46.000Z,"#UnitedKingdom | Best for Britain, Scientists for the #EuropeanUnion, National Health Service (NHS) for People's Vote and other social organizations took to the streets to perform the #NoToBoris, #YesToEurope march in #London. #Brexit
https://t.co/QIXhjsTawJ","['europeanunion', 'london', 'yestoeurope', 'notoboris', 'unitedkingdom', 'brexit']"
1060127,1152661507156729856,36886093,neutral,other,2019-07-20T19:28:13.000Z,"#UnitedKingdom | #EuropeanUnion, National Health Service (NHS) for People's Vote and other social organizations took to the streets to perform the #NoToBoris, #YesToEurope march in #London. #Brexit
(link: https://t.co/SdNPlAjRbx) https://t.co/SdNPlAjRbx https://t.co/a1XEiqdEu7","['europeanunion', 'london', 'yestoeurope', 'notoboris', 'unitedkingdom', 'brexit']"
1254285,1155515797495660544,711945679,negative,remain,2019-07-28T16:30:09.000Z,"🇬🇧@TiceRichard @Nigel_Farage 🇪🇺
Oops.
Seems someone took too hard a right turn .... 

#brexit #fbpe #remainers #FarRight #StopBrexitSaveDemocracy #LibDemSurge #YesToEurope https://t.co/0g4wFdSKEO","['farright', 'remainers', 'fbpe', 'libdemsurge', 'stopbrexitsavedemocracy', 'brexit', 'yestoeurope']"
1087560,1153293027571621888,998516058158968832,negative,remain,2019-07-22T13:17:39.000Z,"A no deal #Brexit is madness.
Commons Select Committee 19 July 2019.

#RemainAlliance fast.
#LibDems 
#Greens 
#SNP 

#MarchForChange 
#BollocksToBrexit
#PeoplesVote 
#StopBrexit 
#StopBrexitSaveBritain 
#YestoEurope 
#NoToBrexit 
#RevokeArticle50
#LeadersNotLeavers
#SaveOurStar https://t.co/Lt7fb6wzBy","['greens', 'snp', 'libdems', 'leadersnotleavers', 'saveourstar', 'bollockstobrexit', 'stopbrexit', 'marchforchange', 'notobrexit', 'peoplesvote', 'remainalliance', 'stopbrexitsavebritain', 'yestoeurope', 'brexit', 'revokearticle50']"
1087568,1153293094286254080,998516058158968832,negative,remain,2019-07-22T13:17:55.000Z,"A no deal #Brexit is madness.
Commons Select Committee 19 July 2019.

#RemainAlliance fast.
#LibDems 
#Greens 
#SNP 

#MarchForChange 
#BollocksToBrexit
#PeoplesVote 
#StopBrexit 
#StopBrexitSaveBritain 
#YestoEurope 
#NoToBrexit 
#RevokeArticle50
#LeadersNotLeavers
#SaveOurStar https://t.co/tlnzy0Wwnd","['greens', 'snp', 'libdems', 'leadersnotleavers', 'saveourstar', 'bollockstobrexit', 'stopbrexit', 'marchforchange', 'notobrexit', 'peoplesvote', 'remainalliance', 'stopbrexitsavebritain', 'yestoeurope', 'brexit', 'revokearticle50']"
1087572,1153293172044378112,998516058158968832,negative,remain,2019-07-22T13:18:14.000Z,"A no deal #Brexit is madness.
Commons Select Committee 19 July 2019.

#RemainAlliance fast.
#LibDems 
#Greens 
#SNP 

#MarchForChange 
#BollocksToBrexit
#PeoplesVote 
#StopBrexit 
#StopBrexitSaveBritain 
#YestoEurope 
#NoToBrexit 
#RevokeArticle50
#LeadersNotLeavers
#SaveOurStar https://t.co/aM46j9LiRS","['greens', 'snp', 'libdems', 'leadersnotleavers', 'saveourstar', 'bollockstobrexit', 'stopbrexit', 'marchforchange', 'notobrexit', 'peoplesvote', 'remainalliance', 'stopbrexitsavebritain', 'yestoeurope', 'brexit', 'revokearticle50']"
1002342,1151537289782333440,3869876177,positive,leave,2019-07-17T17:00:59.000Z,"We're very excited to announce that @OwenJones84 will be joining us at the #LeftBloc on Saturday ✊📢

We are marching to stop Brexit and transform Britain and Europe. See you: 11am, Stanhope Gate.

👉https://t.co/ObmwqveMBA

#NotoBrexit #YestoEurope https://t.co/47UGPGsXr5","['leftbloc', 'notobrexit', 'yestoeurope']"
690464,1144996496359809024,1144950931567579136,positive,other,2019-06-29T15:50:12.000Z,"Come join us, European Socialists on the 20th July on an anti-Brexit march organised by @march_change. Here are the details: https://t.co/jixuNNEJ2m. 🇪🇺🇬🇧 #Brexit #March4Change #YesToEurope #NoToBrexit #PES_PSE","['march4change', 'notobrexit', 'yestoeurope', 'pes_pse', 'brexit']"
1054923,1152553175519571968,1096512509291516032,negative,remain,2019-07-20T12:17:45.000Z,"#MarchforChange  now trending at No 1!

  #witheuinspirit
  #March4Change
  #YesToEurope
  #StopBrexit
  #RevokeA50
  #Brexit
  #PeoplesVote https://t.co/zDcBzFfalN","['march4change', 'stopbrexit', 'marchforchange', 'peoplesvote', 'yestoeurope', 'witheuinspirit', 'brexit', 'revokea50']"
632250,1143793787497570304,19598347,negative,remain,2019-06-26T08:11:04.000Z,"I've signed, have you?

✍️ - Sign the petition. 
📧 - Send a message. 
📢 - Stop #Brexit

https://t.co/ZLumYMJ5YS

#YesToEurope #NoToBrexit #March4Change #StopBrexit https://t.co/ci0vprHSo5","['march4change', 'stopbrexit', 'notobrexit', 'yestoeurope', 'brexit']"
733365,1145991659215347712,1135664884165894144,negative,remain,2019-07-02T09:44:37.000Z,"""Boris Johnson and Jeremy Hunt's spending splurge is running out of control. But any Brexit - and especially no deal Brexit - means much less money in future.""

#YesToEurope #NoToBrexit

#March4Change 

https://t.co/rWXJ6ZYbBl","['march4change', 'yestoeurope', 'notobrexit']"
1055040,1152555625185980416,1124350302235308032,negative,remain,2019-07-20T12:27:29.000Z,Today ordinary people speak out against toxic #Brexit on the #MarchForChange. The only good deal is no Brexit. SAy #YestoEurope #yestoDemocracy and #yestoChange https://t.co/zjONjX2e5U,"['marchforchange', 'yestochange', 'yestodemocracy', 'yestoeurope', 'brexit']"
1055372,1152561694629158912,104929660,negative,remain,2019-07-20T12:51:36.000Z,this may be my fav sign yet. bollocks to the lie that is a jobs first brexit told over and over again by @jeremycorbyn no sign of him at #YesToEurope #MarchForChange 'quelle surprise! 🙄we are in a #brexitemergency and  @UKLabour are mostly awol.... https://t.co/E8749MdmF4,"['marchforchange', 'yestoeurope', 'brexitemergency']"
1055527,1152564681162317824,905482497043160960,negative,remain,2019-07-20T13:03:28.000Z,"@BrexitAlex Your words mean nothing Alex (formerly of Cambridge Analytica) Phillips 

Brexit was founded on fraud and lies in an advisory referendum 

#MarchForChange #YestoEurope #RevokeA50","['marchforchange', 'yestoeurope', 'revokea50']"
928251,1149734950368894976,846112244282904448,positive,remain,2019-07-12T17:39:07.000Z,"Can you help in MARLBOROUGH tomorrow, Sat? 10 til 12. Pick up #NotoBoris #YestoEurope leaflets | NO TO BREXIT posters and stickers | our unique logo badges | #Moodometer | Sign up to our campaign | Say “hello” | Make friends | Find facts | NL:  https://t.co/aw5C43AWC0 https://t.co/9fADIgf2gR","['moodometer', 'notoboris', 'yestoeurope']"
1263445,1155723716212535296,794906337146707840,neutral,other,2019-07-29T06:16:20.000Z,"Priorities, huh?

'Serve all' quickly turned into serving his vanity project. His time in London could have been a warning...

If #Boris really took his own promises seriously, let alone the slogan on a red bus, this money would go straight to the #NHS.

#Brexit
#yestoeurope https://t.co/wDP8iVOYFX","['nhs', 'brexit', 'yestoeurope', 'boris']"
1191539,1154477007356354560,200993319,positive,leave,2019-07-25T19:42:22.000Z,"Today I wrote 177 words #acwri, summarising part of @tommie_shelby 's argument
Yesterday I wrote well over 2000, but the last 500 or so were complete rubbish
Sure, the heat🔥is distracting
#Brexit is distracting
#NoToBoris #YesToEurope 💙🇪🇺
I need to learn to pace myself better✍️","['notoboris', 'acwri', 'brexit', 'yestoeurope']"
1056791,1152589658154590208,1223389308,negative,other,2019-07-20T14:42:43.000Z,"#MoronOfTheWeek: Brexit racists, Trump racists, and Johnson's lying Kipper 

#MarchForChange #YesToEurope #NoToBoris

@LBC #bbcpm #marr #r4today #bbcaq #PeoplesVote #Ridge #newsnight #PoliticsLive 
https://t.co/Ywyreibp6g","['notoboris', 'bbcpm', 'politicslive', 'moronoftheweek', 'r4today', 'marchforchange', 'peoplesvote', 'yestoeurope', 'bbcaq', 'newsnight', 'marr', 'ridge']"
811906,1147200446144143360,258305273,negative,leave,2019-07-05T17:47:54.000Z,"It’s now been 3 years of UK politics being engulfed in this Brexit mudslide - THREE YEARS!

Yes I’m still as angry as ever about it so I’ll be in London on the 20th of July to say #NoToBoris #YesToEurope 

#BinBrexit 🚮 https://t.co/YT7mvRCMrL","['notoboris', 'binbrexit', 'yestoeurope']"
2113864,1167401367092322304,569974829,positive,other,2019-08-30T11:39:09.000Z,Today @SteepleTimes celebrates the arrival of 'The John &amp; Gina Show' and salutes @thatginamiller and Sir John Major - Read all about it at: https://t.co/FS1j3l7hW2 #JohnMajor #GinaMiller #Brexit #ExitBrexit #BollocksToBrexit #NoToBoris #YesToEurope #SODEM  #ExitBrexit https://t.co/03efhaw2tM,"['notoboris', 'bollockstobrexit', 'ginamiller', 'johnmajor', 'yestoeurope', 'sodem', 'exitbrexit', 'brexit']"
1055964,1152573420313423872,16294783,positive,other,2019-07-20T13:38:11.000Z,"BIG cheers for @SholaMos1 @mikegalsworthy ""Bigger than Boris, bigger than Trump, EUROPE! That's our future! They're our neighbours, our people, and it's time to put Brexit in the bin"" 🇬🇧🇪🇺☀️💖
@march_change #NoToBoris #YestoEurope #BollockstoBrexit #MarchForChange https://t.co/lHKOIQQLqN","['notoboris', 'bollockstobrexit', 'marchforchange', 'yestoeurope']"
1055994,1152573991892267008,16294783,positive,remain,2019-07-20T13:40:28.000Z,".@Femi_Sorry @OFOCBrexit ""Brexit is an opportunity. It's an opportunity to fix all the problems that lead to Brexit""
#MarchForChange #BollockstoBrexit #NoToBoris #YestoEurope https://t.co/MPWxy7jxef","['notoboris', 'bollockstobrexit', 'marchforchange', 'yestoeurope']"
