,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
1336114,924154649288105984,780840449963532160,neutral,remain,2017-10-28T06:03:33.000Z,"Brexit one of biggest travesties of modern times, says vice-president of EIB https://t.co/YuLSoGWJDy #stopBrexit #brexitwontwork","['brexitwontwork', 'stopbrexit']"
1336128,924155891145994240,780840449963532160,neutral,remain,2017-10-28T06:08:29.000Z,"Brexit one of biggest travesties of modern times, says vice-president of EIB https://t.co/YuLSoGWJDy #stopBrexit #brexitwontwork","['brexitwontwork', 'stopbrexit']"
636644,899631899412275200,738720242,positive,remain,2017-08-21T13:58:53.000Z,Couldn't agree more! #StopBrexit #Brexit #brexitshambles #brexitwontwork https://t.co/n9Vg7zt1Zc,"['brexitwontwork', 'stopbrexit', 'brexit', 'brexitshambles']"
657696,900621466567421952,2680541218,neutral,other,2017-08-24T07:31:05.000Z,#EU diplomats scoff at #UK customs proposal ahead of #Brexit talks https://t.co/c4lSNqMNDz #brexitwontwork,"['eu', 'brexit', 'brexitwontwork', 'uk']"
649740,900275879040995328,2680541218,negative,other,2017-08-23T08:37:50.000Z,#Irish Government rejects British proposals on invisible border https://t.co/1DIyKpzjMy via @IrishTimes #Brexit #brexitwontwork,"['irish', 'brexit', 'brexitwontwork']"
510121,894159648768614400,747499967040921600,neutral,other,2017-08-06T11:34:07.000Z,New LIAM FOX NEWS - the show that finds the +ve in #Brexit!  #NameTheToryGlasto #brexitshambles #EU #LiamFox #JacobReesMogg #brexitwontwork https://t.co/Nwb8Sozcq7,"['jacobreesmogg', 'namethetoryglasto', 'brexit', 'liamfox', 'brexitwontwork', 'eu', 'brexitshambles']"
981646,912690398702825472,37755581,neutral,other,2017-09-26T14:48:42.000Z,"@theveindoc @Binzyi @David18054465 @cia262 @Otto_English Nope will not do that, as Farage said he wouldn't 

#Brexit #OmniShambles #Brexitwontwork","['omnishambles', 'brexit', 'brexitwontwork']"
573311,896922469616975872,734755010928648320,neutral,remain,2017-08-14T02:32:35.000Z,"@Femi_Sorry @Nigel_Farage @realDonaldTrump ""we voted for Donald Trump because he said he will take our country back"" sounds familiar.. #Brexit #BrexitShambles #brexitwontwork #Remain","['remain', 'brexit', 'brexitwontwork', 'brexitshambles']"
1303711,923070065548939264,88251779,neutral,other,2017-10-25T06:13:48.000Z,May called on to publish UK Government's Brexit analysis on Scotland https://t.co/RTuyqFkR1T #SropBrexit #brexitwontwork,"['sropbrexit', 'brexitwontwork']"
1303691,923069330153267200,88251779,negative,other,2017-10-25T06:10:52.000Z,No deal Brexit would cost northern Scotland an extra £7 billion… https://t.co/da3T2edfCO via @pressjournal #SropBrexit #brexitwontwork,"['sropbrexit', 'brexitwontwork']"
1374171,925984163290808320,88251779,negative,other,2017-11-02T07:13:23.000Z,Bercow could consider contempt of Parliament if Brexit impact papers unreleased https://t.co/lkPGJXFeP1 #SropBrexit #brexitwontwork,"['sropbrexit', 'brexitwontwork']"
1374320,925989688825040896,88251779,neutral,remain,2017-11-02T07:35:20.000Z,Unpublished Brexit studies will now be released to the public https://t.co/trdeRdTjBF via @metrouk #SropBrexit #brexitwontwork,"['sropbrexit', 'brexitwontwork']"
1355093,925234905679892480,88251779,neutral,remain,2017-10-31T05:36:06.000Z,Cabinet to discuss plans for a 'no deal' Brexit https://t.co/xOHurcxM15 #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1191831,919512598323884032,747436971417559040,neutral,remain,2017-10-15T10:37:41.000Z,"This is why we’re taking David Davis to court over Brexit 
#stopbrexit
#brexitwontwork
https://t.co/zR4ZevqJCI","['stopbrexit', 'brexitwontwork']"
1201879,919861266440736768,88251779,positive,other,2017-10-16T09:43:10.000Z,Theresa May flies to Brussels in last-ditch effort to save Brexit talks https://t.co/rBp3PatDL1 via @MetroUK #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1327148,923804833823457280,88251779,negative,remain,2017-10-27T06:53:30.000Z,I'm reading Tory MPs ‘deadly serious’ about vote on Brexit deal via the Metro app #StopBrexit #brexitwontwork https://t.co/ZwGo0HsiQh,"['stopbrexit', 'brexitwontwork']"
1518033,931412721572155392,88251779,neutral,remain,2017-11-17T06:44:32.000Z,The full extent of Brexit strain on government revealed https://t.co/3z4qmwiz6c via @CityAM #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1380099,926146183717892096,88251779,negative,remain,2017-11-02T17:57:11.000Z,Bank of England warns Brexit to blame for interest rate hike https://t.co/j0WtaydSve #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1674351,935916164169027584,88251779,negative,remain,2017-11-29T16:59:36.000Z,Brexit must and will be broken for this. #StopBrexit #brexitwontwork # brexitwonthappen https://t.co/EhZGn0dRtj,"['stopbrexit', 'brexitwontwork']"
1399977,927411529791754240,88251779,neutral,remain,2017-11-06T05:45:13.000Z,Time to press the reset button on Brexit say SNP https://t.co/xfn2tAHo6p #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1355136,925240835981135872,88251779,neutral,remain,2017-10-31T05:59:40.000Z,"I'm reading Brexit reports stay secret, says David Davis via the Metro app #StopBrexit #brexitwontwork https://t.co/Fc2gu8icAp","['stopbrexit', 'brexitwontwork']"
1500546,930840181342724096,88251779,negative,remain,2017-11-15T16:49:28.000Z,Tory rebels warn Theresa May 'do not to enshrine Brexit date in law' https://t.co/b7v8fjUPO3 #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1408032,927781316006948864,88251779,negative,remain,2017-11-07T06:14:37.000Z,"CBI warns of Brexit ""soap opera"" as businesses ready contingency plans https://t.co/mm21BSzjcu via @CityAM #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
1436109,928861044071596032,88251779,negative,remain,2017-11-10T05:45:04.000Z,Gordon Brown: Leave voters could still turn against Brexit https://t.co/Wx3Un0IX4M #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1153619,918362940427919360,780840449963532160,positive,other,2017-10-12T06:29:22.000Z,"Brexit no deal would be 'devastating for Northern Ireland peace process' 
#stopbrexit
#brexitwontwork
https://t.co/9lGIjGsdCa","['stopbrexit', 'brexitwontwork']"
1331886,923931883104362496,88251779,negative,remain,2017-10-27T15:18:21.000Z,The Brexit department just lost another senior minister https://t.co/BRvC2XbWrf via @CityAM #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1272431,922019881696006144,88251779,neutral,remain,2017-10-22T08:40:44.000Z,Brexit analysis: in the end it will all come down to cash https://t.co/9Djgqol97o #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1272441,922020171098804224,780840449963532160,neutral,remain,2017-10-22T08:41:53.000Z,Brexit analysis: in the end it will all come down to cash https://t.co/lBG7W4wUlS #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1236149,920784945089515520,88251779,neutral,remain,2017-10-18T22:53:32.000Z,"Corbyn thinks he can ""break the Brexit logjam"" - but Barnier doesn't https://t.co/YBgFzeuRuo via @CityAM #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
1436167,928865680350474240,88251779,negative,other,2017-11-10T06:03:30.000Z,Brexit talks thrown into chaos after Ireland makes fresh border demands in leaked document https://t.co/RIGddGKtfE via @telegraphnews #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1400056,927421994785746944,88251779,negative,remain,2017-11-06T06:26:48.000Z,Ministers 'could be in contempt of parliament over Brexit papers' https://t.co/RCA94RLima #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1400019,927417537536692224,88251779,positive,remain,2017-11-06T06:09:06.000Z,BoE's Mark Carney: Brexit no deal will slow UK growth https://t.co/z948zaGZ4A via @CityAM #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1379784,926136562550747136,88251779,neutral,remain,2017-11-02T17:18:57.000Z,"@Brexit Should this not ready ""A New Pro British Party Emerges""? we are EU already, so Pro EU is pro British. #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
1257609,921355155689361408,780840449963532160,negative,remain,2017-10-20T12:39:21.000Z,"Treasury Select Committee to probe ""no deal"" Brexit's economics https://t.co/ciuEsSrAoN via CityAM #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
1355086,925234234360582144,88251779,neutral,remain,2017-10-31T05:33:26.000Z,May and Sturgeon set for St Andrew's Day showdown over Brexit https://t.co/zlR7lbNNJp #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1466377,929958243748720640,88251779,negative,other,2017-11-13T06:24:57.000Z,Theresa May caught between Brexit demands and pro-EU rebellions https://t.co/kBgp31IcEb #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1214220,920223757926588416,780840449963532160,neutral,remain,2017-10-17T09:43:35.000Z,"RT TakingJobs: Scots job exodus planned after a 'no deal' Brexit, warns top expert https://t.co/k28rCXSCvn #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
1478609,930311718500265984,88251779,negative,remain,2017-11-14T05:49:32.000Z,May faces Tory rebellion over her Brexit bill amendment https://t.co/V65Aq0F0RL via @CityAM #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1288938,922695741197471744,780840449963532160,negative,remain,2017-10-24T05:26:22.000Z,Hard Brexit 'would cost London more than £100bn' https://t.co/cLnpQu4SFW #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1341855,924511977099218944,780840449963532160,negative,remain,2017-10-29T05:43:26.000Z,Brexit one of the biggest travesties of the modern era which will result in no winners #StopBrexit #brexitwontwork https://t.co/x0gL6vxVxW,"['stopbrexit', 'brexitwontwork']"
1341871,924514167075360768,88251779,neutral,remain,2017-10-29T05:52:08.000Z,EU investment bank 'will owe Britain money for 35 years after Brexit' https://t.co/EPvAqiIEzO #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1181797,919095842233036800,88251779,neutral,remain,2017-10-14T07:01:39.000Z,No-deal Brexit ‘to trigger a new vote on Union’ https://t.co/L33DpXXUHt #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1341872,924514463100780544,780840449963532160,neutral,remain,2017-10-29T05:53:19.000Z,EU investment bank 'will owe Britain money for 35 years after Brexit' https://t.co/IedeBxyOJr #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1341875,924514632907280384,88251779,positive,other,2017-10-29T05:53:59.000Z,Where are the heroes who will lead the Brexit retreat? | Nick Cohen https://t.co/jpSr9jvVwH #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1492730,930684302525943808,88251779,neutral,remain,2017-11-15T06:30:03.000Z,‘Disgraceful!’ The day Labour MPs tore each other apart over Brexit https://t.co/tXcvXtxxjX via @telegraphnews #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1192128,919517533664931840,780840449963532160,neutral,remain,2017-10-15T10:57:18.000Z,"RT BritainStays: This is why we’re taking David Davis to court over Brexit 
#stopbrexit
#brexitwontwork
https://t.co/rRburaZxsI","['stopbrexit', 'brexitwontwork']"
1311626,923219874054377472,88251779,neutral,remain,2017-10-25T16:09:05.000Z,"I'm reading Britain can walk away from Brexit, says Tusk via the Metro app #StopBrexit #brexitwontwork https://t.co/HF4FcBG1xw","['stopbrexit', 'brexitwontwork']"
1457390,929587965759770624,88251779,negative,remain,2017-11-12T05:53:36.000Z,SNP fear for future of Scottish steel plants post-Brexit https://t.co/p02HkwItYG #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1341880,924515722398781440,780840449963532160,positive,other,2017-10-29T05:58:19.000Z,Where are the heroes who will lead the Brexit retreat? | Nick Cohen https://t.co/tyzMi8JDX0 #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1389261,926712833437585408,88251779,neutral,other,2017-11-04T07:28:51.000Z,The Brexit impact studies must be released in full | Gina Miller https://t.co/NEZj8F5n6V #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1457400,929591123294736384,88251779,negative,remain,2017-11-12T06:06:09.000Z,Theresa May faces defeat by MPs demanding vote on final Brexit deal https://t.co/15k1cht6LM #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1311635,923220124018110464,88251779,neutral,other,2017-10-25T16:10:04.000Z,I'm reading PM 'contradicts David Davis over Brexit deal' via the Metro app #StopBrexit #brexitwontwork https://t.co/OeNCz5BKGG,"['stopbrexit', 'brexitwontwork']"
1181855,919097667678035968,88251779,neutral,remain,2017-10-14T07:08:54.000Z,Jean-Claude Juncker: Brexit process will take longer than the UK thinks https://t.co/d3FYTGskjM via @CityAM #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1364345,925613028191670272,88251779,neutral,remain,2017-11-01T06:38:37.000Z,Labour to force government's hand on Brexit studies https://t.co/NsZxTazq0a via @CityAM #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1445914,929050130677944320,88251779,negative,remain,2017-11-10T18:16:26.000Z,Life sciences firms warn of Brexit drain on skills… https://t.co/j03Z2zNUFd via @pressjournal #StopBrexit #brexitwontwork,"['stopbrexit', 'brexitwontwork']"
1214074,920221330771005440,780840449963532160,negative,remain,2017-10-17T09:33:56.000Z,"A Brexit no deal would hit millions of British families, major new study warns https://t.co/a236cysUJO #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
1214029,920220519521234944,88251779,negative,remain,2017-10-17T09:30:43.000Z,"A Brexit no deal would hit millions of British families, major new study warns https://t.co/9mWCBy9nDQ #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
1450271,929267839361605632,88251779,neutral,remain,2017-11-11T08:41:32.000Z,"Davidson challenges May to ""step up the pace"" on Brexit https://t.co/sbyeRwH0d2 #StopBrexit #brexitwontwork","['stopbrexit', 'brexitwontwork']"
