,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
10,10,10,1839577,746248183601324032,33082755,positive,other,2016-06-24T07:46:46.000Z,Wow! Waking up to the reality of #Brexit...now this! https://t.co/hMs98silE1,['brexitnow']
11,11,11,1497028,745826091806429184,141428850,positive,other,2016-06-23T03:49:31.000Z,Harambe and the alligator already voted yes on #Brexit....now it's Britain's turn....tune in,['brexitnow']
12,12,12,135758,701437527941632000,2294321154,negative,other,2016-02-21T16:05:13.000Z,The already weakened EU cannot survive a Brexit. #BrexitNow,['brexitnow']
13,13,13,824909,737158322416128000,244635069,negative,other,2016-05-30T05:46:54.000Z,Survey: economists overwhelmingly reject #Brexit.Now let's see if rational/material considerations overcome emotion https://t.co/yqgwHyNi4S,['brexitnow']
14,14,14,2110676,746357830433841152,322033445,positive,other,2016-06-24T15:02:28.000Z,One good aspect of #Brexit...now @Lin_Manuel has material for a new musical.,['brexitnow']
15,15,15,461467,719467844858159104,390085328,negative,leave,2016-04-11T10:11:15.000Z,are they CRAZY!!!!!!  #brexit #brexitnow https://t.co/9mAPHmTKJ4,"['brexitnow', 'brexit']"
16,16,16,1826578,746244288313434112,2257388470,positive,other,2016-06-24T07:31:17.000Z,#brexitNow #Brexit   Cameron will step down. Now 💷 might go up again. Lol 😁,"['brexitnow', 'brexit']"
17,17,17,261242,705493064404639744,321620234,negative,remain,2016-03-03T20:40:28.000Z,Why would you want to stay in  with so called partners that want to blackmail you into staying? #brexit #brexitnow double dealing bastards,"['brexitnow', 'brexit']"
18,18,18,676866,731635306571661312,4172833468,neutral,leave,2016-05-15T00:00:24.000Z,@UK__News Yeah the stars will fall from the ground &amp; there'll be no food for anyone. #Brexit #brexitnow,"['brexitnow', 'brexit']"
19,19,19,1508895,745874084186234880,11874272,positive,leave,2016-06-23T07:00:13.000Z,@UKLabour it looks like that you spent money on this ad and got the opposite desired outcome.Thanks for freely advertise #Brexit #BrexitNow,"['brexitnow', 'brexit']"
20,20,20,813415,736578923375382528,2412689955,negative,other,2016-05-28T15:24:34.000Z,"Everyone in the UK should watch to see what a scam the EU is
#Brexit 
#brexitnow 
https://t.co/2sM8a6er0G","['brexitnow', 'brexit']"
21,21,21,1086054,742567112871280640,18154797,positive,leave,2016-06-14T03:59:30.000Z,Yeah look at what they are saying #Brexit #brexitnow go Britain go https://t.co/PfMZtVHOBF,"['brexitnow', 'brexit']"
22,22,22,555746,724267512158924800,321620234,negative,leave,2016-04-24T16:03:25.000Z,@OnlineMagazin @BNLieb Safer In!  Apparently... No thanks #brexit #brexitnow #LeaveEU,"['brexitnow', 'brexit', 'leaveeu']"
23,23,23,93561,700281666170912768,234614811,positive,other,2016-02-18T11:32:14.000Z,"Talking about single mindedness, this is clearly a looser's mentality. #Brexit #EU #BrexitNow","['brexitnow', 'eu', 'brexit']"
24,24,24,1391625,745303071132094464,738876055298183040,negative,leave,2016-06-21T17:11:13.000Z,https://t.co/NMU0ilJ98y 'Brits don't quit' #Cameron surrenders entire country to #EU bastards for free. #Brexit-now! We want our money back!,"['brexitnow', 'eu', 'cameron']"
25,25,25,1514514,745889804899000320,11874272,negative,leave,2016-06-23T08:02:42.000Z,They even caused floods to prevent people to go casting their votes. #Brexit #BrexitNow #EUref we shall prevail https://t.co/cDybNLDh8D,"['brexitnow', 'euref', 'brexit']"
26,26,26,2202667,746411737818218496,2785973898,positive,remain,2016-06-24T18:36:40.000Z,There is a good thing to #brexit...now I know for sure I'm a #europeanatheart!,"['brexitnow', 'europeanatheart']"
27,27,27,1284211,744571394927656960,18154797,negative,other,2016-06-19T16:43:48.000Z,#Brexit #gonow LEAVE NOW BRITAIN WHILE YOU STILL HAVE A COUNTRY. THEN KICK KAHN OUT NEXT!!! #BrexitNow https://t.co/TwrPHUbfTc,"['brexitnow', 'gonow', 'brexit']"
28,28,28,21196,690206033566892032,39032403,negative,leave,2016-01-21T16:15:16.000Z,Vote Leave &amp; Leave.EU groups are both campaigning 4 #Brexit:now go it alone #IDS is a one man warrior against the EU https://t.co/z4wPs8zQy0,"['brexitnow', 'ids']"
29,29,29,629885,729786799481098240,311087391,positive,other,2016-05-09T21:35:06.000Z,"#TracyEmin on @BBCNewsnight shortly,discussing #Brexit;now I like both her&amp;her work.Nor do I think she sldnt have an opinion on the issues","['brexitnow', 'tracyemin']"
30,30,30,1731407,746211524096598016,30106118,negative,other,2016-06-24T05:21:05.000Z,"#Brexit....now leave Hillary. VOTE #TRUMP
#NEVERHILLARY #Imwithyou @realDonaldTrump @GovMikeHuckabee @RealBenCarson","['brexitnow', 'trump', 'imwithyou', 'neverhillary']"
31,31,31,414208,715511780504690688,228073166,negative,other,2016-03-31T12:11:16.000Z,@PrimlyStable @GeneralBoles @twlldun this is the fault of the E(vil)U #leave #Brexit #BrexitNow #UpYoursDelors,"['brexitnow', 'upyoursdelors', 'brexit', 'leave']"
32,32,32,1451837,745608906689380352,253432854,neutral,other,2016-06-22T13:26:30.000Z,Having #icecream and contemplating #life on this #historic day before #Brexit.........now is that deep or what? Maybe I should try #yoga.,"['brexitnow', 'yoga', 'life', 'icecream', 'historic']"
33,33,33,484590,720597565377540096,3653496856,positive,leave,2016-04-14T13:00:22.000Z,Nice to focus on political and business matters #EU #Brexit...now for some business language consulting! #Livelife  https://t.co/3Fm9zj8Rxr,"['eu', 'livelife', 'brexitnow']"
34,34,34,310781,707963986944397312,296791725,neutral,other,2016-03-10T16:19:02.000Z,"First #Brexit...now #FixIt? Finish MPs to debate #euro exit after citizen's initiative gets 50,000+ signatures https://t.co/hHYueyoGq3","['fixit?', 'euro', 'brexitnow']"
35,35,35,531958,723281912924672000,2225025036,negative,remain,2016-04-21T22:47:00.000Z,"#Pauw #world Erdogan,dirty politics,EU idiots bow for him, AWAY with EU #brexit,now he hits Holland with his shit https://t.co/lGBUEXyIck","['pauw', 'world', 'brexitnow']"
36,36,36,1736811,746213471776169984,224898020,positive,other,2016-06-24T05:28:50.000Z,"OMG #brexit...now a free scotland, united ireland and isolated england? #whathaveukdone","['whathaveukdone', 'brexitnow']"
37,37,37,1950519,762712080998866944,6256362,neutral,remain,2016-08-08T18:08:25.000Z,Il faudra organiser une grande fête le jour où le Brexit se concrétisera enfin. #BrexitNow #Article50,"['article50', 'brexitnow']"
38,38,38,1889958,760771035113328640,131883460,neutral,leave,2016-08-03T09:35:23.000Z,"#brexit-now we can take-back control of our #borders- with THREE boats??????????????""","['borders', 'brexitnow']"
39,39,39,1785041,757926333452324864,3780286457,negative,other,2016-07-26T13:11:34.000Z,Is this total brainwashing or are Europeans so stupid to come up with that themselves  #Brexit #BrexitNOW https://t.co/d302UqnOoO,"['brexit', 'brexitnow']"
40,40,40,2038818,766002354651103232,329198271,neutral,leave,2016-08-17T20:02:47.000Z,Aberdeen Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF #Aberdeen #Scotland #BreXitNow #BreXit #X,"['brexit', 'brexitnow', 'x', 'liberalfuture', 'scotland', 'aberdeen', 'lf']"
41,41,41,2050270,766292379397722112,329198271,neutral,leave,2016-08-18T15:15:14.000Z,Aberdeen Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF #Aberdeen #Scotland #BreXitNow #BreXit #X,"['brexit', 'brexitnow', 'x', 'liberalfuture', 'scotland', 'aberdeen', 'lf']"
42,42,42,2134343,769336894320771072,3226064318,neutral,other,2016-08-27T00:53:03.000Z,"EU needs time, strategy for Brexit talks: Hungary
https://t.co/qiYnzkJf04
-via @inshorts #brexiteffect #BREXITNOW","['brexiteffect', 'brexitnow']"
43,43,43,143631,747094465593094144,3375782032,negative,other,2016-06-26T15:49:35.000Z,Some people protesting didn't even vote in the referendum. #Brexit_Now https://t.co/BhtfT2wmh5,['brexitnow']
44,44,44,2521963,781440377660243968,3192197441,neutral,other,2016-09-29T10:27:59.000Z,"Brexit negotiations could cost taxpayer tens of millions of pounds, says report https://t.co/PI8EkI6x6O
CHEAP AT ANY PRICE! #BrexitNow",['brexitnow']
45,45,45,356123,747448097861689344,560542944,negative,remain,2016-06-27T15:14:48.000Z,"Boris Johnson is so crazy. You called to the #Brexit.Now assume all the consequences &amp; Stay out of our single market
https://t.co/nkxB1PIAHo",['brexitnow']
46,46,46,2185645,771244726657789952,1142891780,negative,remain,2016-09-01T07:14:06.000Z,@hepolytes No deal could be worse than being Ruled by chinless wonders like Junk er #Brexit_now,['brexitnow']
47,47,47,191536,747182185074008064,3375782032,neutral,other,2016-06-26T21:38:09.000Z,We do need someone to sign the Article 50 letter. Could HM Queen do it? #Brexit_Now https://t.co/HpOy53jBek,['brexitnow']
48,48,48,2543561,782029575517835264,3192197441,positive,other,2016-10-01T01:29:14.000Z,"Brexit divorce lawyers eye up EU’s wine list https://t.co/ITvDjAx5iy via @FT
EU assets need to be sold &amp; proceeds given to UK #BrexitNow",['brexitnow']
49,49,49,2248286,772801030086074368,1894184054,positive,leave,2016-09-05T14:18:18.000Z,#Brexit-now the debates start about interpreting  what was promised &amp; by whom &amp; what was suggested &amp; by whom-the two are not the same.,['brexitnow']
50,50,50,143829,747094793113722880,3375782032,positive,leave,2016-06-26T15:50:53.000Z,Yes... #Brexit_Now https://t.co/JJyCRgsFdg,['brexitnow']
51,51,51,2166012,770639756455735296,746833826014437376,neutral,remain,2016-08-30T15:10:10.000Z,"Foreign investment in UK was soaring before #Brexit,now we face a future of economic uncertainty and isolationism https://t.co/vAW8nPLDIR",['brexitnow']
52,52,52,62538,746903818588217344,200826979,positive,other,2016-06-26T03:12:01.000Z,@ask0704 excellent podcast. Got a clear picture on #Brexit.now I can debate with my friends.😊😊😊,['brexitnow']
53,53,53,2133248,769283730808733696,718855997914279936,negative,other,2016-08-26T21:21:48.000Z,Farage warns of shock return to frontline politics if Brexit IS NOT delivered. #BREXITNOW 🇬🇧https://t.co/vJOoOWfn0d,['brexitnow']
54,54,54,2415550,777950774580117504,3192197441,positive,other,2016-09-19T19:21:32.000Z,"'Hard Brexit' would only modestly impact City, says Moody's https://t.co/KgXNBG9R4K
The smart money says City will outlast the EU #BrexitNow",['brexitnow']
55,55,55,275383,747377290716254208,3375782032,negative,remain,2016-06-27T10:33:26.000Z,It does seem that it is a hoax petition. #Brexit_Now https://t.co/WgmPWUfAJS,['brexitnow']
56,56,56,443588,747531470604886016,59174087,negative,remain,2016-06-27T20:46:05.000Z,First #Brexit...now losing to Iceland.,['brexitnow']
57,57,57,460379,747540532105207808,31536624,neutral,other,2016-06-27T21:22:06.000Z,first #brexit...now eurocupxit...all in one week... https://t.co/3V2SeZAAs7,['brexitnow']
58,58,58,1944629,762571103013396480,29707536,positive,remain,2016-08-08T08:48:13.000Z,@bopanc @thetimes s'il t'en parle parce que c'est important pour lui. Là tu veux juste le démolir. Quel rapport avec le Brexit? #Brexitnow,['brexitnow']
59,59,59,123426,747031290579402752,31101168,positive,other,2016-06-26T11:38:33.000Z,"Nice of the Telegraph to set out the problems do #Brexit,now that the horse has bolted https://t.co/PdELc2COzX",['brexitnow']
60,60,60,2421831,778215954836779008,3192197441,negative,other,2016-09-20T12:55:16.000Z,"'You WILL pay the price!' German MP says UK will FUND EU in Brexit deal https://t.co/HYhpikSGQS
Stop the flimflam @theresa_may #BrexitNow",['brexitnow']
61,61,61,2094197,768047541208375296,747204292319260672,neutral,remain,2016-08-23T11:29:38.000Z,"Tory majority, Boaty McBoatface, #Brexit,now this. We seriously need to reconsider letting people vote. On anything.
https://t.co/KS6KxoUK5h",['brexitnow']
62,62,62,2007633,764956209929674752,636768896,negative,other,2016-08-14T22:45:47.000Z,many voters still hate tories...used them just to get #brexit...now will abandon https://t.co/OVPfjINtrN,['brexitnow']
63,63,63,1081583,749893935644934144,899794554,positive,remain,2016-07-04T09:13:41.000Z,Farage is really happy with #brexit...now walks away just like Boris...oh dear.,['brexitnow']
64,64,64,193134,747185111045648384,3375782032,positive,other,2016-06-26T21:49:47.000Z,That's because the BBC haven't accepted #Brexit_Now yet. https://t.co/K6gEvk0WJp,['brexitnow']
65,65,65,41047,746825545825067008,803227008,neutral,other,2016-06-25T22:01:00.000Z,@Korkoras The other side has spoken with #Brexit...now it's your side's move. What will YOU do?,['brexitnow']
66,66,66,381262,747478635599167488,786390133,neutral,other,2016-06-27T17:16:08.000Z,"A note to my British friends following #Brexit-now is the time for cooler heads to prevail
https://t.co/4WoG05RhXJ https://t.co/T6jz1J7W1Y",['brexitnow']
67,67,67,2135206,769426360402059264,1142891780,positive,leave,2016-08-27T06:48:34.000Z,@shailesh23660 Course she dont need to win a vote in the HoC she has a clear mandate from 17million voters #Brexit_Now,['brexitnow']
68,68,68,1429727,752636844785950720,747177090345242624,negative,other,2016-07-11T22:53:01.000Z,So what was that again about Brexit being an economic disaster Mr Osborne &amp; Carney? #Article50now #Brexitnow https://t.co/uacTpkLDAd,"['brexitnow', 'article50now']"
69,69,69,2487781,780371743210864640,2980960463,positive,other,2016-09-26T11:41:36.000Z,And another; is this a growing trend? How many of these will be reported through this week as the Floodgates Open #Brexit #brexitnow https://t.co/MXIV1VOQKk,"['brexitnow', 'brexit']"
70,70,70,1745849,757228655575724032,558046999,neutral,leave,2016-07-24T14:59:14.000Z,@theresa_may The people have spoken. Get your scrawny butt in motion &amp; invoke Article 50. #Brexit means #BrexitNow,"['brexitnow', 'brexit']"
71,71,71,2008781,765055104009527296,720098948736790528,negative,other,2016-08-15T05:18:45.000Z,"AND THE STITCH UP BEGINS ? TIME TO PROTEST !

https://t.co/3Upy9rcFBt

#Article50 #Brexit #EUref #LeaveEU #BrexitNOW https://t.co/6C8G0YvACx","['brexitnow', 'brexit', 'article50', 'euref', 'leaveeu']"
72,72,72,2006523,764904465778544640,409022372,positive,other,2016-08-14T19:20:10.000Z,Do NOT publicise this funding campaign to help block the brexit vote! #brexit #brexitnow #campaign https://t.co/VFYXBsPk3N,"['brexitnow', 'brexit', 'campaign']"
73,73,73,2100171,768334896339226624,2980960463,negative,leave,2016-08-24T06:31:28.000Z,@NickPringle6 - Another disgusting #brexit_traitor is @OwenSmith_MP who doesn't give a Sh*t about what the majority vote want! #brexitnow,"['brexitnow', 'brexit_traitor']"
74,74,74,1941809,762361827170852864,329198271,neutral,leave,2016-08-07T18:56:38.000Z,For Europe - Against The EU! BreXit Now! https://t.co/2YZkkobx9a RT #NationalLiberalParty #NLP #Eureferendum #VoteLeave #Brexit #BreXitNow,"['brexitnow', 'nlp', 'eureferendum', 'nationalliberalparty', 'brexit', 'voteleave']"
75,75,75,443383,747561462969831424,35094094,positive,leave,2016-06-27T22:45:16.000Z,@patri3ck brexit and proud. So much hope in democracy and freedom. Sabotage by remain is an attack on democracy #brexitnow #respectdemocracy,"['brexitnow', 'respectdemocracy']"
76,76,76,621860,747858458410516480,741790663507775360,neutral,other,2016-06-28T18:25:25.000Z,Interest rates have dropped because of #Brexit.Now you can qualify for a bigger loan amount. #LGRE #SanJose #Realtor https://t.co/3LgR5dY2Yx,"['brexitnow', 'sanjose', 'lgre', 'realtor']"
77,77,77,1822556,758609540254461952,4894604037,neutral,other,2016-07-28T10:26:23.000Z,"@theresa_may @Number10gov #Brexit #TheresaMay #TheresaMayPM 

Listen to the people #Brexit mean #BrexitNow https://t.co/USYGzjQ2bQ","['brexitnow', 'theresamay', 'brexit', 'theresamaypm']"
78,78,78,2202320,771630655348219904,3780286457,positive,other,2016-09-02T08:47:39.000Z,Keep it simple remember #Britishness there are no problems #BrexitNOW #Brexit https://t.co/U7NCgxZ3C8,"['britishness', 'brexit', 'brexitnow']"
79,79,79,1359887,751767117305896960,472325582,positive,remain,2016-07-09T13:17:02.000Z,A bit of good news after #brexit...now we just need to make it happen! #digitaleconomybill @TechCityUK @robinklein https://t.co/vRt1Ldut2L,"['digitaleconomybill', 'brexitnow']"
80,80,80,1983506,763817525469667328,329198271,negative,other,2016-08-11T19:21:03.000Z,England Says NO To The EU! BreXit Now! https://t.co/2YZkkobx9a RT #NationalLiberalParty #NLP #SelfDetermination #England #BreXitNow #X,"['england', 'selfdetermination', 'brexitnow', 'nlp', 'x', 'nationalliberalparty']"
81,81,81,2319386,774693427342704640,329198271,neutral,other,2016-09-10T19:38:00.000Z,English Youth Says BreXit Now! https://t.co/KZLsFaofQd RT #LiberalFuture #LF #SelfDetermination #England #English #Youth #Brexit #BreXitNow,"['england', 'selfdetermination', 'brexitnow', 'youth', 'liberalfuture', 'english', 'lf', 'brexit']"
82,82,82,448441,747533246779490304,101324089,positive,leave,2016-06-27T20:53:09.000Z,#brexit...now #euro16exit...Congrats Iceland...England what else will you exit??,"['euro16exit...congrats', 'brexitnow']"
83,83,83,1390620,752260143254007808,787730916,neutral,other,2016-07-10T21:56:09.000Z,First it was #brexit...now it is #frexit...,"['frexit', 'brexitnow']"
84,84,84,2444674,778904567283064832,3780286457,neutral,other,2016-09-22T10:31:34.000Z,Where is #Luxembourg ? #Brexit #BrexitNow #saveEngland https://t.co/5ZU8HevnDu,"['luxembourg', 'brexitnow', 'brexit', 'saveengland']"
85,85,85,1962484,763080323924127744,329198271,neutral,leave,2016-08-09T18:31:41.000Z,Liberal Future Says … BreXit Now! https://t.co/QGVlllXrUt RT #LiberalFuture #LF #nationalLiberalParty #NLP #BreXitNow #Brexit,"['nationalliberalparty', 'brexitnow', 'nlp', 'liberalfuture', 'lf', 'brexit']"
86,86,86,2138595,769506884881682432,2293400131,negative,remain,2016-08-27T12:08:32.000Z,"#NigelFarage The irresponsible populist who didn't keep  his promises and has no clue how to handle #brexit,now helps #Trump to ruin the #US","['nigelfarage', 'brexitnow', 'trump', 'us']"
87,87,87,1913515,761281891634966528,329198271,positive,leave,2016-08-04T19:25:21.000Z,For A Europe Of Free Nations! BreXit Now! https://t.co/2YZkkobx9a RT #NationalLiberalParty #NLP #SelfDeterminationForAll #Brexit #BreXitNow,"['selfdeterminationforall', 'brexitnow', 'nlp', 'nationalliberalparty', 'brexit']"
88,88,88,2027336,765632836082728960,329198271,neutral,leave,2016-08-16T19:34:27.000Z,"Ulster Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF 
#Ulster #SelfDeterminationForAll #BreXitNow https://t.co/Y5xLXElmhT","['selfdeterminationforall', 'brexitnow', 'ulster', 'liberalfuture', 'lf']"
89,89,89,2156659,770339251468795904,329198271,neutral,leave,2016-08-29T19:16:04.000Z,"Wales Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF 
#Wales #Cymru #SelfDeterminationForAll #Brexit #BreXitNow #Brexit #X","['selfdeterminationforall', 'brexitnow', 'wales', 'liberalfuture', 'x', 'lf', 'cymru', 'brexit']"
90,90,90,2309352,774276674045222912,329198271,neutral,leave,2016-09-09T16:01:59.000Z,Cornwall Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF #Cornwall #SelfDeterminationForAll #Brexit #BreXitNow #Brexit #X,"['selfdeterminationforall', 'brexitnow', 'x', 'liberalfuture', 'lf', 'cornwall', 'brexit']"
91,91,91,2377841,776494356878458880,329198271,neutral,leave,2016-09-15T18:54:15.000Z,Scotland Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF #Scotland #SelfDeterminationForAll #Brexit #BreXitNow #X,"['selfdeterminationforall', 'brexitnow', 'x', 'liberalfuture', 'scotland', 'lf', 'brexit']"
92,92,92,2140692,769597793266794496,329198271,neutral,leave,2016-08-27T18:09:47.000Z,Scotland Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF #Scotland #SelfDeterminationForAll #Brexit #BreXitNow #Brexit #X,"['selfdeterminationforall', 'brexitnow', 'x', 'liberalfuture', 'scotland', 'lf', 'brexit']"
93,93,93,2132218,769208638753869824,329198271,neutral,leave,2016-08-26T16:23:25.000Z,England Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF #England #SelfDeterminationForAll #Brexit #BreXitNow #Brexit #X,"['selfdeterminationforall', 'england', 'brexitnow', 'x', 'liberalfuture', 'lf', 'brexit']"
94,94,94,460729,747540909152174080,16646707,negative,other,2016-06-27T21:23:36.000Z,Not even God could save England from another #Brexit..now the humiliation is complete... #sorry… https://t.co/ggfwALcFL7,"['sorryâ\x80¦', 'brexitnow']"
95,95,95,569940,747797329600720896,2397132581,neutral,other,2016-06-28T14:22:31.000Z,Plane carrying Nigel Farage Brexit message spotted over Kent | Sevenoaks Chronicle https://t.co/mJZpedIK4T  #Ukip #BrexitNow,"['ukip', 'brexitnow']"
96,96,96,12468,746767487480500224,1890688668,neutral,other,2016-06-25T18:10:17.000Z,"It was #Brexit,now #UN,#IMF,#WTO,#WorldBank they must transform,the #world is really shifting taking a drastic turn.#Justice!!","['un,#imf,#wto,#worldbank', 'world', 'brexitnow']"
97,97,97,297186,747374359946223616,125673054,neutral,other,2016-06-27T10:21:47.000Z,#Brexit...now what? What will the UK leaving the EU mean for #youthtravel - let us know what you think. https://t.co/MNitaj85rG,"['youthtravel', 'brexitnow']"
98,98,98,760326,796238867271716864,735485156,negative,remain,2016-11-09T06:31:54.000Z,First #Brexit.....now #Trump....WHAT THE HELL IS HAPPENING WORLD?!?!?! #1stepforward1000stepsback.....💔 xxx,"['1stepforward1000stepsback.....ð\x9f\x92\x94', 'brexitnow', 'trump....what']"
99,99,99,330991,788354752836956160,2980960463,neutral,other,2016-10-18T12:23:14.000Z,"@Change_Britain @nick_clegg ; Per My Tweets Yesterday Concerning Quote ""What about our Chocolate, Cheese &amp; ""Whine"" ""   #Brexitnow #Brexit","['brexit', 'brexitnow']"
100,100,100,138481,784701298868445184,2980960463,neutral,remain,2016-10-08T10:25:43.000Z,OMG! I'm sure someone will try to argue the 4yr Old Brought it on herself; how long can the World tolerate these people? #Brexitnow #Brexit https://t.co/s4sHM05LBu,"['brexit', 'brexitnow']"
101,101,101,1028609,801741823077220352,2454948174,neutral,other,2016-11-24T10:58:40.000Z,#brexit #BREXITNOW https://t.co/D8Gg4fe5p1,"['brexit', 'brexitnow']"
102,102,102,313344,787974827315527680,2980960463,neutral,other,2016-10-17T11:13:33.000Z,"AT LAST, although only until the NEXT SOUR FACED ""What about our Chocolate, Cheese &amp; Wine"" REMAINER Pops Up AGAIN!!  #Brexitnow #Brexit https://t.co/aKQTiruBbk","['brexit', 'brexitnow']"
103,103,103,969158,800092454221398016,789501139,neutral,other,2016-11-19T21:44:40.000Z,It costs £304m to move the EU parliament between Brussels + Strasbourg every month !!! #Brexitnow #Brexit,"['brexit', 'brexitnow']"
104,104,104,1023096,801558267604467712,789501139,neutral,leave,2016-11-23T22:49:17.000Z,"Forget Article 50  Britain can IGNORE Lisbon Treaty and quit the EU NOW, top lawyer claims   https://t.co/0s4X40qsat   #BREXITNOW #brexit https://t.co/BeHd43JuJZ","['brexit', 'brexitnow']"
105,105,105,183969,785716951007887360,2980960463,negative,leave,2016-10-11T05:41:33.000Z,"@guardian BIASED REPORTING, offset this against what we pay into the EU, minus what we ""Don't"" get back! #Brexitnow #Brexit #BrexitBritain","['brexitbritain', 'brexit', 'brexitnow']"
106,106,106,188167,785763345848688640,2980960463,neutral,remain,2016-10-11T08:45:55.000Z,"@gbktas @guardian The words are ""at Present"" Ask ""Paris"" what its Tourism Revenues are ""at Present""  #Brexitnow #Brexit #BrexitBritain","['brexitbritain', 'brexit', 'brexitnow']"
107,107,107,183374,785709538661965824,2980960463,positive,leave,2016-10-11T05:12:06.000Z,"@SkyNews I love the SMELL of FRESH BIAS first thing in the morning, it gives me a good start to the day #Brexitnow #Brexit #BrexitBritain","['brexitbritain', 'brexit', 'brexitnow']"
108,108,108,156884,785134733390966784,2980960463,positive,leave,2016-10-09T15:08:02.000Z,"All I say is this: If anyone tells me I need to embrace Islam, I'll tell them to stick it up their Kazoo!! #Brexitnow #Brexit #BrexitBritain https://t.co/NI8qziuOFC","['brexitbritain', 'brexit', 'brexitnow']"
109,109,109,1187009,806167728713252864,53464284,positive,leave,2016-12-06T16:05:39.000Z,@JoshuaRozenberg @faisalislam Yes but it was set aside by people when they voted to #Brexit.Now Remaniac judges want to set aside their will,['brexitnow']
110,110,110,1260641,808560419812020224,3192197441,negative,other,2016-12-13T06:33:21.000Z,"Clamour for rapid Brexit will grow if Trump slashes finance regs https://t.co/wbdxueX44G via @CityAM
Euro may not last till 2020 #BrexitNow",['brexitnow']
111,111,111,779411,796275921066061824,715919030071267328,neutral,other,2016-11-09T08:59:08.000Z,Brexit UK at the front of the queue. #brexitnow https://t.co/bPxbC5f5m1,['brexitnow']
112,112,112,1188274,806196086318710784,4405941203,negative,other,2016-12-06T17:58:20.000Z,PM 'will publish plan for Brexit before Article 50' - https://t.co/BMCtCMQFKq what is @theresa_may doing? Seems so indecisive #BrexitNow,['brexitnow']
113,113,113,122627,784400616592322560,747742142588649472,positive,leave,2016-10-07T14:30:55.000Z,"Still MORE Brexit bollocks - of the 100, how many were ENTITLED to vote, and of THOSE how many voted out? #BrexitNow please https://t.co/p7YIlWEwO8",['brexitnow']
