,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
3144731,1084098043329331200,1049741638493384832,positive,other,2019-01-12T14:41:29.000Z,"@staringatclouds @metpoliceuk Bullocks about the commission. U should seek a lawyer to help you, but not to campaign for the #stupidBrexit

You are not defending your case, the opposite you are defending brexit #bullocks2Brexit

@bbclaurak @BBCPolitics @BBCNews @Channel4News @SkyNews @UKLabour @Conservatives","['bullocks2brexit', 'stupidbrexit']"
2716985,1075512345315692544,590988984,positive,other,2018-12-19T22:04:59.000Z,So let me get this straight. Does the new Tory #immigration plan include a plan to increase nurses’ wages to £30k so our #nhs can continue to function? #StupidBrexit #Brexit,"['nhs', 'brexit', 'stupidbrexit', 'immigration']"
2722939,1075782335373533184,45970216,neutral,other,2018-12-20T15:57:50.000Z,"Me &amp; thousands of others waving flags of caution, calling for a FinalSay but apparently we're not allowed to question Brexit.

If Brexiters were convinced that people still wanted to leave then they'd call for EURef2 
This isn't democracy, it's tyranny
#StupidBrexit https://t.co/C1q9cGYUcz",['stupidbrexit']
3296271,1085547808386678784,42077885,negative,remain,2019-01-16T14:42:20.000Z,"So the UK is either headed for no deal, a softer Brexit or cancelling the whole thing altogether. And different members of the cabinet are arguing for all those options. Theresa May saying ""let me be clear"" isn't helping. It's a snafu. #StupidBrexit",['stupidbrexit']
3028636,1082306267119583232,42077885,positive,leave,2019-01-07T16:01:37.000Z,"Brexit be like..... 

Man: (jumps off a small wall)

Witness: Hey, what you doing?

Man: I'm practicing for jumping off a cliff tomorrow

#StupidBrexit",['stupidbrexit']
2793355,1076895043569491968,273659472,negative,remain,2018-12-23T17:39:20.000Z,Notwithstanding a lot of fake outrage regarding Jeremy Corbyn #stupidwomangate I don't think he even said #stupidwoman to the PM. I think he said #StupidPeople towards the Tories. I just wish Labour would say #StupidBrexit &amp; support a referendum vote on #Brexit #eu deal options.,"['stupidbrexit', 'brexit', 'stupidpeople', 'stupidwomangate', 'stupidwoman', 'eu']"
2749087,1076163965762314240,1242631568,negative,remain,2018-12-21T17:14:18.000Z,I don’t care what he said ( although it did look like #StupidPeople ) but lets face it - she really is a #StupidWoman - now can we stop using it as yet another way to keep #Brexit out of the news? #StupidBrexit #StupidCorbyn #StopBrexitNow ! https://t.co/awSKKD4Yfl,"['stupidbrexit', 'stopbrexitnow', 'stupidcorbyn', 'stupidpeople', 'brexit', 'stupidwoman']"
542134,1096566805211082752,268298455,positive,leave,2019-02-16T00:27:54.000Z,"Of course the EU car makers will want to do business with us. Just as long as we pay an extra 10%
#stupidbrexit #brexitshambles #fbpe Porsche asks UK buyers to commit to 10% no-deal Brexit surcharge https://t.co/I1tADielhT","['fbpe', 'brexitshambles', 'stupidbrexit']"
424350,1094439021881819136,775004771572916224,positive,other,2019-02-10T03:32:51.000Z,"Yet another unedifying eg of the govt disrespecting the hard-won Good Friday Agreement to pursue #StupidBrexit. The casual destruction of the hope, tolerance, integrity, inclusiveness, cooperation &amp; respect the GFA represents is sickening.   &amp; exposes Brexit’s core. #StopBrexit https://t.co/y0AIMfkDH5","['stupidbrexit', 'stopbrexit']"
1000740,1116642520887365632,775004771572916224,positive,other,2019-04-12T10:01:37.000Z,"@ThatShockratees Farage of #StupidBrexit notoriety met with Assange while he was holed up too. Sincerely hope Brexit related nefariousness is revealed before any sort of “accident” (poisoning is my bet, TM Putin) befalls Assange. #BrexitIsACrimeScene #RevokeArticle50 #StopBrexitSaveBritain","['stopbrexitsavebritain', 'stupidbrexit', 'brexitisacrimescene', 'revokearticle50']"
431017,1110867129333661696,300614956,negative,remain,2019-03-27T11:32:17.000Z,A glimpse of Brexit when you get to board the plane without him... oh wait false alarm @Vodkha7 @Stefademic #stupidbrexit,['stupidbrexit']
966942,1150762211746418688,7518772,positive,other,2019-07-15T13:41:06.000Z,It's funny that they forgot to mention that old £500m sweetener when the LandRover deal was announced. I hope all the industries get such generous underpinnings going forward! #stupidbrexit #stupid #brexit https://t.co/56nEVdznhN,"['stupid', 'brexit', 'stupidbrexit']"
807048,1147113390374043648,2460024278,negative,remain,2019-07-05T12:01:59.000Z,"I don’t want @BorisJohnson , I don’t want #Brexit. I don’t want @jeremycorbyn and I have given up on @labourparty  doing anything to oppose #StupidBrexit. 
Solution, I’m voting @LibDems and I am going to join their Party.","['stupidbrexit', 'brexit']"
789870,1146803941805580288,206501348,negative,remain,2019-07-04T15:32:20.000Z,"Easy to complain about the EU, but when you're sitting in the @Europarl_EN and can't even be bothered to turn up for work or important votes, who is really at fault?

Image credit @LuisaPorritt MEP

#Brexit #GravyTrain #StopBrexit #StupidBrexit #FBPE https://t.co/QHi1PqYNiI","['stupidbrexit', 'fbpe', 'stopbrexit', 'gravytrain', 'brexit']"
