,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
33,33,33,33,33,33,1322084,751401156837044224,187618021,negative,other,2016-07-08T13:02:50.000Z,"Stocked up on some European wine earlier. French, Spanish and Italian reds. Fuck you brexit! #fuckbrexit https://t.co/ih3aDUDq78",['fuckbrexit']
34,34,34,34,34,34,165342,747103512627126272,360618573,negative,other,2016-06-26T16:25:32.000Z,Is noone else terrified that at the time of greatest national crisis since WW2 we have invisible PM/gov &amp; no opposition? #brexit #fuckbrexit,"['fuckbrexit', 'brexit']"
35,35,35,35,35,35,204776,747205311438684160,3019023141,negative,other,2016-06-26T23:10:03.000Z,"Racist incidents feared to be linked to Brexit result - So it begins.....
#fuckracists #fuckfacists #fuckbrexit  https://t.co/euUoZpuiTb","['fuckfacists', 'fuckbrexit', 'fuckracists']"
36,36,36,36,36,36,1819915,758574442528243712,2778686421,positive,other,2016-07-28T08:06:55.000Z,Ooh that's nice... #brexit #fuckbrexit #toolate @TfL #londonisopen https://t.co/PRuBNrjzZR,"['toolate', 'fuckbrexit', 'londonisopen', 'brexit']"
37,37,37,37,37,37,569762,794119075207270400,360618573,positive,leave,2016-11-03T10:08:36.000Z,"YES YES YES 
Finally some good #Brexit news
#Article50 #FuckBrexit","['article50', 'brexit', 'fuckbrexit']"
38,38,38,38,38,38,442148,790963415644770304,788647284439445504,negative,other,2016-10-25T17:09:08.000Z,Brexit voters should have to move to Sunderland as punishment.  Sunderland can leave #brexit #fuckbrexit #Sunderland #craptowns #EU #europe,"['europe', 'fuckbrexit', 'craptowns', 'brexit', 'eu', 'sunderland']"
39,39,39,39,39,39,668500,795328752284745728,93605978,positive,leave,2016-11-06T18:15:25.000Z,Better late than never... Theresa May backs judges' independence after Brexit ruling #FUCKBREXIT https://t.co/GWudz4qvog,['fuckbrexit']
40,40,40,40,40,40,1223619,806988334266466304,195288276,neutral,other,2016-12-08T22:26:26.000Z,Reported and muted the brexit spammy account #FuckBrexit,['fuckbrexit']
41,41,41,41,41,41,202775,786060564195844096,93605978,negative,remain,2016-10-12T04:26:57.000Z,Well that was obvious!!! UK 'may still have to pay into EU even after Brexit' #fuckbrexit https://t.co/digzkrdYEa,['fuckbrexit']
42,42,42,42,42,42,559025,794066314029596672,93605978,neutral,other,2016-11-03T06:38:56.000Z,Brexit: High Court judges to give legal verdict #FUCKBREXIT https://t.co/2c3eGbK6k9,['fuckbrexit']
43,43,43,43,43,43,545951,793733784785092608,788647284439445504,negative,other,2016-11-02T08:37:35.000Z,"Brexit vote will lead to cut in disposable incomes in 2017, says thinktank

https://t.co/aU8o8jJBUp #fuckbrexit",['fuckbrexit']
44,44,44,44,44,44,1000874,801065636336111616,18339648,negative,other,2016-11-22T14:11:45.000Z,ILLEGAL HAPPY TWEET: I'm listening to Madness while a dog and a cat sit on me. Fuck Brexit! #FuckBrexit,['fuckbrexit']
45,45,45,45,45,45,609652,794317605079314432,93605978,neutral,other,2016-11-03T23:17:29.000Z,Hope so! Will Brexit struggles mean May calls an early election? #FUCKBREXIT https://t.co/K2JbxyoYRm,['fuckbrexit']
46,46,46,46,46,46,231734,786466504875409408,93605978,negative,other,2016-10-13T07:20:01.000Z,Brexit: High Court to hear challenge to Article 50 strategy #fuckbrexit https://t.co/iqzl8Kmmu3,['fuckbrexit']
47,47,47,47,47,47,1324499,811114243378544640,206262727,neutral,other,2016-12-20T07:41:20.000Z,#FuckBrexit - U.K. weighs the cost of the Brexit nuclear option  https://t.co/XpAb5Zle5a via @WSJ,['fuckbrexit']
48,48,48,48,48,48,545944,793733718099779584,788647284439445504,negative,remain,2016-11-02T08:37:19.000Z,"Brexit so complex it could overwhelm politicians, warn senior academics

https://t.co/xnIulZjIma #fuckbrexit",['fuckbrexit']
49,49,49,49,49,49,1652505,867832766355783680,21186503,negative,other,2017-05-25T20:00:29.000Z,"Ah, the Brexit bit. This is where I get angry. #FuckBrexit #AndTheHorseItRodeInOn","['andthehorseitrodeinon', 'fuckbrexit']"
50,50,50,50,50,50,1649415,867709568096366592,2251030667,negative,remain,2017-05-25T11:50:56.000Z,@CloughOlive @remainstayeu Can confirm this is True. Stansted has already lost 50 new built planes due to #brexit. #fuckbrexit,"['brexit', 'fuckbrexit']"
51,51,51,51,51,51,1004296,847119718133760000,17861691,neutral,other,2017-03-29T16:14:14.000Z,"Just renewed my passport, my @TheGreenParty membership and my subscription to @newint. 💚🌍🌏🌎 #FuckBrexit #Brexit","['brexit', 'fuckbrexit']"
52,52,52,52,52,52,983122,847045866145898496,838511592476192640,negative,other,2017-03-29T11:20:46.000Z,"@Robbo87db was a slight over exaggeration, called a joke?... kind of what this whole brexit shit is tbh #Brexit #FuckBrexit","['brexit', 'fuckbrexit']"
53,53,53,53,53,53,1447854,860009594793447424,749663284815626240,neutral,other,2017-05-04T05:54:00.000Z,"@Novembervivi @tony_nog She wants us #silenced. If she wants to make this election about #Brexit, so be it. #FuckBrexit https://t.co/9Cxd3PvaQU","['brexit', 'fuckbrexit', 'silenced']"
54,54,54,54,54,54,1434426,859715459133919232,20033915,negative,remain,2017-05-03T10:25:12.000Z,#fuckbrexit because Britain no longer comes across as welcoming and inviting. Hate crime has gone up. Sad times #Brexit #brexitcost #Remain,"['brexitcost', 'remain', 'fuckbrexit', 'brexit']"
55,55,55,55,55,55,385691,827888717935296512,1339665506,negative,remain,2017-02-04T14:37:06.000Z,Didn't expect an remain protest on Newbury today. #fightthepower #fuckbrexit #strongerin #brexit… https://t.co/7COmQcUumq,"['brexit…', 'fightthepower', 'fuckbrexit', 'strongerin']"
56,56,56,56,56,56,1035228,847428035678674944,20703347,negative,remain,2017-03-30T12:39:22.000Z,So many people who voted for #Brexit did so incompetently. We are now fucked as a nation. #FuckBrexit #RIPBritain #GreatRepealBill #ByeNHS,"['byenhs', 'greatrepealbill', 'brexit', 'ripbritain', 'fuckbrexit']"
57,57,57,57,57,57,1447838,860039594670256128,780840449963532160,negative,remain,2017-05-04T07:53:12.000Z,kmqkatie: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  RemainingKind #ToryDirtyMoney #StopBrexit #DefeatBrexi…,"['defeatbrexi…', 'stopbrexit', 'torydirtymoney', 'fuckbrexit']"
58,58,58,58,58,58,132680,821463103137337344,142775215,negative,remain,2017-01-17T21:04:00.000Z,"When people who voted for Trump and Brexit complain about the consequences... 
#DragQueen #ToldYouSo #StillNoToTrump #FuckBrexit https://t.co/CRwWCGOyWI","['dragqueen', 'toldyouso', 'stillnototrump', 'fuckbrexit']"
59,59,59,59,59,59,1126735,849549353895288832,55199080,negative,remain,2017-04-05T09:08:44.000Z,"@oflynnmep Yes, and he also said that Brexit will be seen a stupid waste of time #fuckbrexit",['fuckbrexit']
60,60,60,60,60,60,1975234,876365173199687680,19551977,negative,other,2017-06-18T09:05:14.000Z,"@jeremycorbyn Brexit for the none, it's total madness #fuckbrexit",['fuckbrexit']
61,61,61,61,61,61,1926694,874698761922121728,1635187676,negative,remain,2017-06-13T18:43:30.000Z,London could lose EU euro clearing role. Another reason that brexit is totally fucking stupid. #FuckBrexit https://t.co/O5QfclohmH,['fuckbrexit']
62,62,62,62,62,62,1447585,860034527388893184,780840449963532160,negative,other,2017-05-04T07:33:04.000Z,smsdoc: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  RemainingK… https://t.co/NnoJLQhr1c,['fuckbrexit']
63,63,63,63,63,63,1446984,860021970905313280,780840449963532160,negative,other,2017-05-04T06:43:10.000Z,russelljj: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remaini… https://t.co/NnoJLQhr1c,['fuckbrexit']
64,64,64,64,64,64,1446986,860021973342195712,780840449963532160,negative,other,2017-05-04T06:43:11.000Z,penelopedarby: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Rem… https://t.co/NnoJLQhr1c,['fuckbrexit']
65,65,65,65,65,65,1439168,859811640186941440,780840449963532160,negative,other,2017-05-03T16:47:24.000Z,RemainingKind: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Rem… https://t.co/haRjLD9YNo,['fuckbrexit']
66,66,66,66,66,66,1008303,847171344252985344,20927846,neutral,other,2017-03-29T19:39:22.000Z,This was basically my song about Brexit before there was a word for Brexit. https://t.co/IIP0JVMdXE #fuckbrexit,['fuckbrexit']
67,67,67,67,67,67,291776,825260732719697920,526826076,negative,remain,2017-01-28T08:34:25.000Z,Spaceport plans delayed by Brexit #fuckbrexit The damage to science is immense  https://t.co/1NTsuQkfUR,['fuckbrexit']
68,68,68,68,68,68,1447984,860042186716573696,780840449963532160,negative,other,2017-05-04T08:03:30.000Z,kmqkatie: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remainin… https://t.co/AItHUYuN3E,['fuckbrexit']
69,69,69,69,69,69,1439557,859816704045711360,780840449963532160,negative,other,2017-05-03T17:07:31.000Z,AngryRemainer: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Rem… https://t.co/fN6cPjKXP0,['fuckbrexit']
70,70,70,70,70,70,1442731,859869753359429632,780840449963532160,negative,other,2017-05-03T20:38:19.000Z,maria_hoskins: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Rem… https://t.co/NnoJLQhr1c,['fuckbrexit']
71,71,71,71,71,71,1455644,860222056151089152,780840449963532160,negative,other,2017-05-04T19:58:14.000Z,valerimelnyczuk: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  R… https://t.co/NnoJLQhr1c,['fuckbrexit']
72,72,72,72,72,72,442889,829763004715659264,28775507,negative,other,2017-02-09T18:44:51.000Z,"Ah, the truth about Brexit. A bullies' charter. What a pathetic, insecure, aggressive and inadequate country Britain is.  #fuckbrexit https://t.co/updIgDCqr6",['fuckbrexit']
73,73,73,73,73,73,1453431,860158105602150400,780840449963532160,negative,other,2017-05-04T15:44:07.000Z,ROCHERRY: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remainin… https://t.co/NnoJLQhr1c,['fuckbrexit']
74,74,74,74,74,74,1765073,871318056831774720,81429690,positive,leave,2017-06-04T10:49:47.000Z,"@sidrufdiamond Got load of comment like ""fuck brexit, I'm up for that"" and telling me I was awesome #fuckbrexit",['fuckbrexit']
75,75,75,75,75,75,1445329,859935186552852480,780840449963532160,negative,other,2017-05-04T00:58:19.000Z,LaureOm: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit RemainingK… https://t.co/DL03wat99n,['fuckbrexit']
76,76,76,76,76,76,234308,823888845330612224,3881391291,positive,remain,2017-01-24T13:43:02.000Z,"Brexit = Austerity 👍👍 thank you supreme court for defending 🇬🇧 constitution 🇪🇺 #fuckbrexit stay european, stay global",['fuckbrexit']
77,77,77,77,77,77,1204835,853208019391459328,84905004,negative,remain,2017-04-15T11:26:58.000Z,@IanColey2112 @atmphillips @eveningperson @RickPoleway Forget history. The future is now. May 4th be with you. The Dark Side of Brexit will feel the force #fuckBrexit,['fuckbrexit']
78,78,78,78,78,78,1925316,874677052707876864,747510520580804608,positive,leave,2017-06-13T17:17:14.000Z,@RaheemKassam @Nigel_Farage Great news! More remainers is what we need #fuckbrexit,['fuckbrexit']
79,79,79,79,79,79,1447711,860037151261679616,780840449963532160,negative,other,2017-05-04T07:43:30.000Z,nickreeves9876: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Re… https://t.co/NnoJLQhr1c,['fuckbrexit']
80,80,80,80,80,80,1447835,860039586222878720,780840449963532160,negative,other,2017-05-04T07:53:10.000Z,kmqkatie: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remainin… https://t.co/NnoJLQhr1c,['fuckbrexit']
81,81,81,81,81,81,1447710,860037153090412544,780840449963532160,negative,other,2017-05-04T07:43:30.000Z,caracal: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remaining… https://t.co/NnoJLQhr1c,['fuckbrexit']
82,82,82,82,82,82,388231,828040287779971072,238934159,negative,remain,2017-02-05T00:39:23.000Z,"@campbellclaret brexit is ludicrous, sad, inward looking and xenophobic. Brexiteers deny it, but its true. #fuckbrexit.",['fuckbrexit']
83,83,83,83,83,83,1580737,864595442193104896,4919901107,negative,leave,2017-05-16T21:36:31.000Z,@Annabellas_CMK Is there no way we can walk back Brexit? #fuckbrexit,['fuckbrexit']
84,84,84,84,84,84,1043525,847550314941173760,303404407,negative,remain,2017-03-30T20:45:16.000Z,"FUCK BREXIT #FUCKBREXIT

Sums up my thinking tonight y'all.

Fuck me. Ignorant fucking fools.",['fuckbrexit']
85,85,85,85,85,85,1450019,860077509357993984,780840449963532160,negative,other,2017-05-04T10:23:52.000Z,whypad: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  RemainingK… https://t.co/AItHUYuN3E,['fuckbrexit']
86,86,86,86,86,86,1442841,859871047977508864,780840449963532160,negative,other,2017-05-03T20:43:28.000Z,Herbiv4: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remaining… https://t.co/haRjLD9YNo,['fuckbrexit']
87,87,87,87,87,87,1445330,859935191812505600,780840449963532160,negative,other,2017-05-04T00:58:21.000Z,LaureOm: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remaining… https://t.co/9PEKX07m6v,['fuckbrexit']
88,88,88,88,88,88,1440020,859822256586973184,780840449963532160,negative,other,2017-05-03T17:29:35.000Z,maelysdervenn: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Rem… https://t.co/fN6cPjKXP0,['fuckbrexit']
89,89,89,89,89,89,448192,829977421927563264,2877010967,positive,remain,2017-02-10T08:56:52.000Z,"@PupMiloNL @Pup_Amp from the point of view of brexit, it's looking pretty familiar. 😒
#fuckbrexit",['fuckbrexit']
90,90,90,90,90,90,1940583,875072014591156224,747510520580804608,positive,other,2017-06-14T19:26:40.000Z,@WestmonsterUK @LeaveEUOfficial Good news for Britain #fuckbrexit,['fuckbrexit']
91,91,91,91,91,91,1761983,871116222821261312,81429690,negative,other,2017-06-03T21:27:46.000Z,"@mikegalsworthy @BestForBritain Hard brexit
#fuckBrexit",['fuckbrexit']
92,92,92,92,92,92,1426724,859650047465664512,749663284815626240,neutral,other,2017-05-03T06:05:17.000Z,@WriterInPyjamas @dontbrexitfixit @fish_in_a_hat I didn't have any followers before Brexit #FuckBrexit,['fuckbrexit']
93,93,93,93,93,93,533825,833352860318441472,630860546,negative,remain,2017-02-19T16:29:39.000Z,FUCKING BREXIT HAS MADE 24 BUD £15 AT ASDA #fuckbrexit,['fuckbrexit']
94,94,94,94,94,94,1439558,859816707136925696,780840449963532160,negative,other,2017-05-03T17:07:32.000Z,AngryRemainer: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Rem… https://t.co/zCXCk1bC0Q,['fuckbrexit']
95,95,95,95,95,95,1450120,860079877352980480,780840449963532160,negative,other,2017-05-04T10:33:16.000Z,whypad: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  RemainingK… https://t.co/9PEKX07m6v,['fuckbrexit']
96,96,96,96,96,96,1443290,859878550412898304,780840449963532160,negative,other,2017-05-03T21:13:16.000Z,NMorris50: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remaini… https://t.co/NnoJLQhr1c,['fuckbrexit']
97,97,97,97,97,97,645137,837570177206210560,49564459,negative,other,2017-03-03T07:47:46.000Z,"No 10 refuses to budge on Brexit bill, despite heavy defeat in Lords. I'm upgrading my preferred # to #FuckBrexit https://t.co/0soh8qBcs2",['fuckbrexit']
98,98,98,98,98,98,1128206,849569998737743872,53327958,negative,other,2017-04-05T10:30:46.000Z,"""Brexit is exposing the cowardice of conservatism"" by Nick Cohen #FuckBrexit  https://t.co/pAvU9QFA6e",['fuckbrexit']
99,99,99,99,99,99,1442729,859869747948736512,780840449963532160,negative,other,2017-05-03T20:38:18.000Z,DavidLance3: RT Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit  Remai… https://t.co/NnoJLQhr1c,['fuckbrexit']
100,100,100,100,100,100,911742,846115322797150208,30207675,negative,remain,2017-03-26T21:43:07.000Z,"Before I go to bed I'd like to say FUCK BREXIT. 
#fuckbrexit",['fuckbrexit']
101,101,101,101,101,101,96652,821271524686569472,265390197,positive,other,2017-01-17T08:22:44.000Z,Ian D Smith on BBC confirming the only city in UK the Gov care about is London! Hasn't mentioned any other discussing Brexit #fuckbrexit,['fuckbrexit']
102,102,102,102,102,102,743312,841253533538123776,12307662,neutral,remain,2017-03-13T11:44:06.000Z,#brexit hooray for #scotland #auspol #fuckbrexit,"['fuckbrexit', 'auspol', 'scotland', 'brexit']"
103,103,103,103,103,103,1148232,850110787398111232,77649883,negative,other,2017-04-06T22:19:40.000Z,Put on #bbcqt. Oops. Brexit gimps managed to forget the only two land borders in their precious sovereignty clawback. Useless. #fuckbrexit,"['fuckbrexit', 'bbcqt']"
104,104,104,104,104,104,1618193,866206805113925632,2358364741,positive,other,2017-05-21T08:19:30.000Z,"I dare ANYONE who thinks #brexit will be good for the uk to read this.

Please RT, I don't want anyone saying nobody told them.

#fuckbrexit https://t.co/n5iJB9VpcW","['fuckbrexit', 'brexit']"
105,105,105,105,105,105,1078419,848187044748820480,273652389,positive,remain,2017-04-01T14:55:24.000Z,"Oh how I love this 😆😅 
#Brexit #fuckbrexit

https://t.co/l9sKqOK6A3","['fuckbrexit', 'brexit']"
106,106,106,106,106,106,972273,847017482732888064,20145551,neutral,leave,2017-03-29T09:27:59.000Z,Back from Oslo and putting my watch back 40 years #brexit #fuckbrexit,"['fuckbrexit', 'brexit']"
107,107,107,107,107,107,1092754,848572477315985408,468487089,negative,remain,2017-04-02T16:26:58.000Z,"#brexit - prices in shops have risen again. Idiots want to waste half a £BILLION on new passports, and go to war with Spain.
#FUCKbrexit","['fuckbrexit', 'brexit']"
108,108,108,108,108,108,1000625,847132840219164672,2841087635,positive,remain,2017-03-29T17:06:22.000Z,dear theresa may &amp; the tories fuck u &amp; brexit love WotD   #fuckbrexit  #thoushaltnotfollow https://t.co/2qHx5Ffzbl,"['fuckbrexit', 'thoushaltnotfollow']"
109,109,109,109,109,109,1439166,859811631320223744,780840449963532160,negative,remain,2017-05-03T16:47:22.000Z,Pierre_Proudhon: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit RemainingKind #ToryDirt… https://t.co/DL03wat99n,"['fuckbrexit', 'torydirt…']"
110,110,110,110,110,110,1095903,848649668607303680,47945594,neutral,other,2017-04-02T21:33:42.000Z,@sunny_hundal #MichaelHoward's at a 12 and he should be at a 0.000001 #Brexit #Gibraltar #FuckBrexit,"['gibraltar', 'brexit', 'fuckbrexit', ""michaelhoward's""]"
