,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
29,29,29,29,29,29,29,479902,720311036998385664,671653,positive,leave,2016-04-13T18:01:48.000Z,"The UK spends some 2% of Tax Revenue on making Europe a better, safer place

https://t.co/zSOETuGYtK  #Brexit #ProEU https://t.co/AOJYiUyp6d","['proeu', 'brexit']"
30,30,30,30,30,30,30,277811,706477394593447936,527372536,neutral,other,2016-03-06T13:51:51.000Z,"WHO DO YOU TRUST?  #ProEU politicians or British people+UK ballot box?
Time for #BRexit
@Grassroots_Out @vote_leave
https://t.co/AMxmNuZ7Db","['proeu', 'brexit']"
31,31,31,31,31,31,31,484950,720613123447787520,142785875,positive,other,2016-04-14T14:02:11.000Z,Real good to do. #proEU #brexit  https://t.co/nTPeBcni6P,"['proeu', 'brexit']"
32,32,32,32,32,32,32,162297,701813099523866624,1001593795,positive,other,2016-02-22T16:57:36.000Z,"Roger Polley can't leave it. His quest to find the most accurate polling #Brexit #proEU 
Is this it? https://t.co/1Osqmhvijc @Channel4News","['proeu', 'brexit']"
33,33,33,33,33,33,33,448618,718158965977128960,247391930,neutral,other,2016-04-07T19:30:14.000Z,"Read more about the latest move in the #Brexit campaign. The gov spends £9mil on #ProEU campaign for UK households
https://t.co/b4XHB6ddWg","['proeu', 'brexit']"
34,34,34,34,34,34,34,909543,739492777197772800,527372536,neutral,other,2016-06-05T16:23:11.000Z,"@StrongerIn The more old #proEU hasbeen politicians get rolled out the higher #BRexit poll results go :)
@vote_leave
https://t.co/ADWvXdSgQ3","['proeu', 'brexit']"
35,35,35,35,35,35,35,155440,701744284471578624,240402040,neutral,other,2016-02-22T12:24:09.000Z,Please don't let #Brexit happen... it would be a huge step backwards! It's all getting a bit too real now :( #proEU https://t.co/cPDnTm7tb2,"['proeu', 'brexit']"
36,36,36,36,36,36,36,241106,704651132522651648,20550442,negative,other,2016-03-01T12:54:56.000Z,"#BBCBias #ProEUBias #ProEU
#LoveEuropeLeaveEU
#BrExit #EURef #UK
The millions in #EU funding the #BBC tried to hide https://t.co/eVkdIMkoVQ","['proeu', 'brexit', 'bbc', 'loveeuropeleaveeu', 'euref', 'proeubias', 'bbcbias', 'eu', 'uk']"
37,37,37,37,37,37,37,435725,717326142999552000,84151450,neutral,other,2016-04-05T12:20:54.000Z,".@SLATUKIP Why when a #ProEU Person speaks up, the #Brexiteers tell them keep their opinion to themselves. If it's #Brexit they make a meme?","['proeu', 'brexit', 'brexiteers']"
38,38,38,38,38,38,38,475729,720155646457417728,441976183,neutral,leave,2016-04-13T07:44:20.000Z,#LeaveEU great news #Conservative donors prepare 2 sink £5million into #Brexit campaign as anger over #proEU leaflet https://t.co/0OsBLZkWTP,"['proeu', 'brexit', 'conservative', 'leaveeu']"
39,39,39,39,39,39,39,943979,740200067324334080,527372536,positive,leave,2016-06-07T15:13:42.000Z,"#ProEU MPs say they will defy #EURef if #BRexit wins. This is #EU #democracy? 
Yet another reason to @vote_leave.
https://t.co/wwvq4oVgdQ","['proeu', 'brexit', 'euref', 'democracy?', 'eu']"
40,40,40,40,40,40,40,1287192,744598579306700800,253941749,neutral,remain,2016-06-19T18:31:49.000Z,UK gone mad: Reason2Remain supporter punched 4 wearing #ProEU badge! #Brexit will only embolden #Leave thugs! #euref https://t.co/zCUEw4YcRI,"['proeu', 'brexit', 'euref', 'leave']"
41,41,41,41,41,41,41,382990,712918780914098176,625562499,negative,leave,2016-03-24T08:27:37.000Z,The #ProEU arguments about how UK security would be damaged by #Brexit are looking more &amp; more hollow. #EUreferendum,"['proeu', 'brexit', 'eureferendum']"
42,42,42,42,42,42,42,286276,706907519973720064,18832456,neutral,other,2016-03-07T18:21:01.000Z,Can the #EUreferendum be brought forward please? Can't stand having a daily debate with my strongly #Brexit parents when I'm #proEU,"['proeu', 'brexit', 'eureferendum']"
43,43,43,43,43,43,43,441428,717780089866420224,349978606,neutral,other,2016-04-06T18:24:43.000Z,Gov to spend £9mil on advertising for #ProEU campaign - #PROJECTFEAR #BREXIT #EUreferendum #EUref,"['proeu', 'brexit', 'eureferendum', 'projectfear', 'euref']"
44,44,44,44,44,44,44,267474,705776182755782656,4915395519,neutral,other,2016-03-04T15:25:29.000Z,‘Grab your #granny’ to keep #Britain in #EU - #Brexit #GrabYourGranny #Referendum #Ireland #ProEU https://t.co/N3Eg82TVNB,"['proeu', 'brexit', 'granny’', 'grabyourgranny', 'ireland', 'referendum', 'eu', 'britain']"
45,45,45,45,45,45,45,2060264,746334902723960832,2505604154,positive,other,2016-06-24T13:31:21.000Z,"#UK, ""I'm still Loving You"" https://t.co/6AbsjxzVBO
#Brexit #ProEU #EU #MessageFromEurope","['proeu', 'brexit', 'messagefromeurope', 'eu', 'uk']"
46,46,46,46,46,46,46,270614,706023001620406272,527372536,negative,other,2016-03-05T07:46:15.000Z,"The #proEU #ProjectFear -&gt; #ProjectDirtyTricks -&gt; #ProjectYourFired as Biz Leader Suspended for #Brexit
@vote_leave 
https://t.co/WN6Oyoy0QS","['proeu', 'brexit', 'projectyourfired', 'projectfear', 'projectdirtytricks']"
47,47,47,47,47,47,47,2390683,746654848729387008,443194577,positive,other,2016-06-25T10:42:42.000Z,"#Brexit  hoping I will be allowed to move to scotland before they leave uk, #scotland #ProEU","['proeu', 'brexit', 'scotland']"
48,48,48,48,48,48,48,905858,739385348090953728,151587371,neutral,leave,2016-06-05T09:16:18.000Z,@BBC just to remind you you're not supposed to have any political agenda whatsoever so quit with the #proEU stance #VoteLeave #Brexit,"['proeu', 'brexit', 'voteleave']"
49,49,49,49,49,49,49,381431,712768000932319232,712064313721233408,positive,leave,2016-03-23T22:28:28.000Z,#hungary and #poland doing good let #brexit follow if people are #proeu export them to #brussels,"['proeu', 'brussels', 'poland', 'brexit', 'hungary']"
50,50,50,50,50,50,50,1889809,746266156277862400,245968713,neutral,other,2016-06-24T08:58:11.000Z,"@therealdcf1 you were a fine Prime Minister, sorry that your having to step down. You will not be forgotten. #DCrules! #Brexit #ProEU","['proeu', 'dcrules', 'brexit']"
51,51,51,51,51,51,51,735702,733951542978576384,20550442,neutral,other,2016-05-21T09:24:18.000Z,"#EUistheProblem #BrExit
#ProEU celebrities benefited from millions in #EU funding for films  | via @telegraphnews https://t.co/4A2oUdqi1Q","['proeu', 'euistheproblem', 'brexit', 'eu']"
52,52,52,52,52,52,52,270942,706026725143158784,1430630954,neutral,other,2016-03-05T08:01:03.000Z,Britain's relationship with Europe up for discussion #Brexit #EU #Referendum #EUOUT #ProEU #KennethWilliams https://t.co/ZMH2HapQqb,"['proeu', 'euout', 'brexit', 'kennethwilliams', 'referendum', 'eu']"
53,53,53,53,53,53,53,13781,687926831241129984,424215348,negative,leave,2016-01-15T09:18:32.000Z,"""In the #EUreferendum, there's no such thing as facts – only spin"" @Telegraph https://t.co/EDZHgAFahB #brexit #proEU @strongerin thoughts?","['proeu', 'eureferendum', 'brexit']"
54,54,54,54,54,54,54,670614,731431869976346624,1473219745,positive,other,2016-05-14T10:32:01.000Z,Oh!! How much #ProEU feel good factor propaganda the #PoliticalElite need. Step forward #Eurovision &amp; a #UK win the power of a #Brexit ☺,"['proeu', 'eurovision', 'brexit', 'politicalelite', 'uk']"
55,55,55,55,55,55,55,1768189,746224503747837952,1375469156,negative,other,2016-06-24T06:12:40.000Z,"Worst decision ever, Britain! Hate and Greed won - you will soon regret and your children wont thank you for this! #brexit #goisland #ProEU","['proeu', 'goisland', 'brexit']"
56,56,56,56,56,56,56,2050821,746330799776145408,1615227336,neutral,other,2016-06-24T13:15:03.000Z,I am a #German with an #Irish wife and we are living in #Italy I am #ProEU #ProEurope #brexit #BoycottUK,"['proeu', 'irish', 'italy', 'brexit', 'german', 'proeurope', 'boycottuk']"
57,57,57,57,57,57,57,366248,711883874826067968,2709151927,neutral,other,2016-03-21T11:55:16.000Z,"British #expats face uncertainty. #brexit https://t.co/99qNqmCspX 
#mortgage #LeaveEU #ProEU https://t.co/TFuAGZZH3W","['proeu', 'mortgage', 'brexit', 'leaveeu', 'expats']"
58,58,58,58,58,58,58,2303564,746558678262775808,98326125,negative,other,2016-06-25T04:20:33.000Z,"#ProEU Scots, Northern Irish eye #UK escape after #Brexit vote  https://t.co/AedAAjbHgu #NIreland #EU ##EuropeanUnion","['proeu', 'nireland', 'brexit', 'europeanunion', 'eu', 'uk']"
59,59,59,59,59,59,59,1492127,745817515016617984,206269356,neutral,remain,2016-06-23T03:15:26.000Z,@GaryLineker it would be sad to see them disqualified if Brexit wins #ProEU #NoToBrexit,"['proeu', 'notobrexit']"
60,60,60,60,60,60,60,444974,718029532167606272,527372536,negative,other,2016-04-07T10:55:55.000Z,"#UKGovt #ProjectFear spends #taxpayers £9m on #proEU #propaganda in 
#outrageous #undemocratic #remain panic
#Brexit
https://t.co/su9YQ4xTrl","['proeu', 'propaganda', 'remain', 'undemocratic', 'brexit', 'ukgovt', 'taxpayers', 'projectfear', 'outrageous']"
61,61,61,61,61,61,61,418481,715851516607873024,1153726057,negative,remain,2016-04-01T10:41:16.000Z,"“Brexit — If its broke, then fix it!” by @robinklein https://t.co/ZiS5hMveoO #ProEU #strongerIN","['proeu', 'strongerin']"
62,62,62,62,62,62,62,425415,716573351129587712,1978980979,negative,other,2016-04-03T10:29:34.000Z,116 Reasons to Vote IN: Students' response to Brexit businessman's challenge https://t.co/1XnnHM0i8p #StrongerInEurope #proEU,"['proeu', 'strongerineurope']"
63,63,63,63,63,63,63,235422,704356802536853504,81063819,neutral,remain,2016-02-29T17:25:22.000Z,"I'm strongly #proEU #UKinEU but also pro rational, truthful #brexit campaign &amp; this seems obv potential outcome... https://t.co/cc2pqHBdhh","['proeu', 'ukineu', 'brexit']"
64,64,64,64,64,64,64,1566731,746047847682940928,3388993191,neutral,remain,2016-06-23T18:30:42.000Z,"people are voting, and meanwhile I'm ""trying to eat EU flag"" #justkidding
#brexit 
#votein #VoteRemain #proEU https://t.co/YqDIMRDvED","['proeu', 'votein', 'voteremain', 'brexit', 'justkidding']"
65,65,65,65,65,65,65,1287486,744600761561124864,578470453,negative,other,2016-06-19T18:40:30.000Z,#Brexit #ProEU #Propaganda in #Britain Goes into Overdrive https://t.co/XGOSoc3wl9,"['propaganda', 'proeu', 'brexit', 'britain']"
66,66,66,66,66,66,66,964251,740584893655228416,3303560099,neutral,remain,2016-06-08T16:42:52.000Z,https://t.co/MKGVBEBePp this guy's got brexit down to a t. #proEU #Remain #StrongerIn,"['remain', 'proeu', 'strongerin']"
67,67,67,67,67,67,67,2006340,746312099282980864,407643996,negative,other,2016-06-24T12:00:44.000Z,In #Scotland we're devastated by #Brexit @NicolaSturgeon pls move fast + #indyref2 #ProEU,"['scotland', 'proeu', 'indyref2', 'brexit']"
68,68,68,68,68,68,68,2141521,746373761557987328,1615227336,positive,other,2016-06-24T16:05:46.000Z,"Ahhh, a nice cold #beer from #Germany under the #sun of #Italy in my #garden #ProEurope #ProEU #brexit #boycottuk","['sun', 'proeu', 'italy', 'beer', 'brexit', 'garden', 'proeurope', 'boycottuk', 'germany']"
69,69,69,69,69,69,69,737715,748185837481902080,134051679,negative,leave,2016-06-29T16:06:18.000Z,#proeu protests from the remainers will be nothing compared to the rioting we will see if the will of the majority is not invoked #Brexit,"['brexit', 'proeu']"
70,70,70,70,70,70,70,146514,747069400222679040,794723894,neutral,other,2016-06-26T14:09:59.000Z,"@LibDems whilst both Labour and Tories fall into meltdown following #Brexit, it seems you are the voice of reason. #ProEU #LibDemFightback","['brexit', 'proeu', 'libdemfightback']"
71,71,71,71,71,71,71,626405,747867876787392512,747800040794632320,positive,other,2016-06-28T19:02:51.000Z,Amazing scenes at #Westminster from #ProEu supporters! #Brexit #ScotlandinEurope #S4EU https://t.co/B6pQVbgIr1,"['brexit', 'westminster', 's4eu', 'scotlandineurope', 'proeu']"
72,72,72,72,72,72,72,2350926,775797994272743424,252276052,negative,other,2016-09-13T20:47:10.000Z,@DavidDavisMP @theresa_may @Nigel_Farage @BorisJohnson @BillCashMP all clueless #Brexit twits #clueless. #VoteRemain 100% @JunckerEU #ProEU,"['clueless', 'proeu', 'voteremain', 'brexit']"
73,73,73,73,73,73,73,625959,747897254711787520,75397872,negative,other,2016-06-28T20:59:35.000Z,"""Cancelled"" anti-Brexit protest in Trafalgar Square. #londonstays #protest #brexit #proeu … https://t.co/F5jOhTUplE https://t.co/Gw1nr6e1cq","['londonstays', 'protest', 'proeu', 'brexit']"
74,74,74,74,74,74,74,2063220,766713145419333632,1931515028,negative,other,2016-08-19T19:07:13.000Z,Read this - a model for a press free from the dodgy influence press barons #journalism #pressfreedom #proEU  #Brexit https://t.co/UMiQm5qLLC,"['pressfreedom', 'brexit', 'journalism', 'proeu']"
75,75,75,75,75,75,75,2063312,766747530466037760,252276052,neutral,other,2016-08-19T21:23:51.000Z,"Why Osborne’s ‘Rambo’ outing is not the way to go after Brexit blow

https://t.co/hz5jUBZT1p #VoteRemain #Bremain #Bremainers #ProEU #EU","['proeu', 'bremainers', 'voteremain', 'bremain', 'eu']"
76,76,76,76,76,76,76,632252,747879984035934208,87686159,positive,leave,2016-06-28T19:50:57.000Z,Great to see young people making their voice heard #ProEU #brexit  https://t.co/mI4Volqy0Z,"['proeu', 'brexit']"
77,77,77,77,77,77,77,1027300,749566629592305664,2783875490,positive,leave,2016-07-03T11:33:05.000Z,@StrongerInPress I am a vociferous #ProEU advocate who wants #Brexit overturned. I need to speak to more like minded people. Please FOLLOW!,"['proeu', 'brexit']"
78,78,78,78,78,78,78,2154252,770243155803471872,1931515028,positive,other,2016-08-29T12:54:13.000Z,#Brexit isn't a done deal as outstanding legal challenges. Pragmatic negotiation is fine but we need a #proEU party https://t.co/KUtRsMkYEB,"['proeu', 'brexit']"
79,79,79,79,79,79,79,1027578,749568551749558272,2783875490,positive,leave,2016-07-03T11:40:43.000Z,@CarolineLucas I am a vociferous #ProEU advocate who wants #Brexit overturned. I need to speak to more like minded people. Please FOLLOW me!,"['proeu', 'brexit']"
80,80,80,80,80,80,80,1027448,749567703132860416,2783875490,positive,leave,2016-07-03T11:37:21.000Z,@timfarron I am a vociferous #ProEU advocate who wants #Brexit overturned. I need to speak to more like minded people. Please FOLLOW me!,"['proeu', 'brexit']"
81,81,81,81,81,81,81,1027541,749568274057297920,2783875490,positive,leave,2016-07-03T11:39:37.000Z,@NicolaSturgeon I am a vociferous #ProEU advocate who wants #Brexit overturned. I need to speak to more like minded people. Please FOLLOW!,"['proeu', 'brexit']"
82,82,82,82,82,82,82,680925,748063815305134080,46119906,neutral,leave,2016-06-29T08:01:26.000Z,"Will the #ProEU demo outside Westminster last night change anything?

👫👬👭👭👬👫👭👬👫👫👬👭👭👬👫👬👭👭👭👫👬👭👬👫👫👬👭👬👫👬👭👭👬👬👫👬

What was the point? #Brexit","['proeu', 'brexit']"
83,83,83,83,83,83,83,2146280,769887425363574784,742361039879188480,neutral,other,2016-08-28T13:20:40.000Z,I wrote something on #Brexit https://t.co/f7vpx6wqaw #ProEU,"['proeu', 'brexit']"
84,84,84,84,84,84,84,1426753,752573864111140864,417004115,neutral,other,2016-07-11T18:42:46.000Z,Both @David_Cameron &amp; Teresa May are #ProEU so why couldn't DC stay?? A credible #Brexit leader was what everyone called for &amp; now look! 😳,"['proeu', 'brexit']"
85,85,85,85,85,85,85,627086,747869301307215872,38474832,neutral,other,2016-06-28T19:08:30.000Z,Thousands Attend #Pro-EU Rally In London Despite Cancellation #Brexit https://t.co/0XukAM0isr,"['proeu', 'brexit']"
86,86,86,86,86,86,86,1027634,749568914011648000,2783875490,positive,leave,2016-07-03T11:42:10.000Z,@ChukaUmunna I am a vociferous #ProEU advocate who wants #Brexit overturned. I need to speak to more like minded people. Please FOLLOW me!,"['proeu', 'brexit']"
87,87,87,87,87,87,87,357595,747449833397551104,354301116,negative,leave,2016-06-27T15:21:41.000Z,"Yes. Because a racist always starts a sentence with, ""I'm a racist"", don't they. #brexit #ProEU https://t.co/nV5BZ5wCUb","['proeu', 'brexit']"
88,88,88,88,88,88,88,1342349,751525011295535104,243270604,neutral,other,2016-07-08T21:15:00.000Z,#Brexit causes resurgence in #Pro-EU leanings across continent https://t.co/GAcVGV3gx4,"['proeu', 'brexit']"
89,89,89,89,89,89,89,1341572,751515407832457216,38474832,neutral,other,2016-07-08T20:36:50.000Z,#Brexit causes resurgence in #pro-EU leanings across continent https://t.co/FH6B9fM0e0,"['proeu', 'brexit']"
90,90,90,90,90,90,90,337036,747422942045306880,1615227336,negative,remain,2016-06-27T13:34:50.000Z,Pity I cant buy @MarshallAmpsUK anymore I really like them. Great tone but I #BoycottUk. That's the ugly side of a #boycott. #ProEU #Brexit,"['proeu', 'brexit', 'boycottuk', 'boycott']"
91,91,91,91,91,91,91,338049,747424253788721152,1615227336,positive,leave,2016-06-27T13:40:03.000Z,Lucky I was never into @OrangeAmps or @VOXamps so I don't really miss them. #Brexit #boycottuk #boycottukproducts #boycottukcompanies #ProEU,"['proeu', 'brexit', 'boycottukcompanies', 'boycottuk', 'boycottukproducts']"
92,92,92,92,92,92,92,615194,747844110778777600,1543121984,neutral,other,2016-06-28T17:28:24.000Z,Massive turn out for the #ProEU rally on College Green. #Brexit #Bristol https://t.co/3B1gwvCfKq,"['proeu', 'brexit', 'bristol']"
93,93,93,93,93,93,93,2080112,767638053246697472,155926407,neutral,other,2016-08-22T08:22:28.000Z,@colinrtalbot @Bob__Hudson Surely there's a massive opening for a #ProEU (or #Brexit lite) policy vacated by #Corbyn and #Tories ?,"['proeu', 'brexit', 'corbyn', 'tories']"
94,94,94,94,94,94,94,1716688,756519951054336000,15682928,neutral,other,2016-07-22T16:03:06.000Z,Eurozone economy shows resilience despite Brexit - https://t.co/Iec0rDLLZ6 https://t.co/OuAMgiOxzt #ProEU #Brexit #Freemovement,"['proeu', 'brexit', 'freemovement']"
95,95,95,95,95,95,95,1364637,751856609492631552,182353814,neutral,other,2016-07-09T19:12:39.000Z,"#Brexit #Jeugdstem De Britse jeugd is helemaal niet #proEU ‘remain’-stemmer https://t.co/D58t2jChGW via @TPOnl
FOUTE CONCLUSIE","['proeu', 'brexit', 'jeugdstem']"
96,96,96,96,96,96,96,1047134,749696929400033280,2273497872,neutral,other,2016-07-03T20:10:51.000Z,"#MarchForEurope: Tens of thousands marched #proEU and against #Brexit but what are the options for keeping #UKinEU?

https://t.co/YBv2TC4qXa","['proeu', 'brexit', 'marchforeurope', 'ukineu?']"
97,97,97,97,97,97,97,1029538,749578325861994496,2783875490,positive,leave,2016-07-03T12:19:34.000Z,.@andrealeadsom We don't need a #Brexit PM. We need someone who cares about the future of the UK. #ProEU #OverturnBrexitNow,"['proeu', 'brexit', 'overturnbrexitnow']"
98,98,98,98,98,98,98,313101,747393974873239552,747384822797115520,neutral,remain,2016-06-27T11:39:44.000Z,What are our 3 'Brexit-type' options? https://t.co/rKiKsqcaEX #euref #brexit #proeu #referendum,"['proeu', 'euref', 'referendum', 'brexit']"
99,99,99,99,99,99,99,1349715,751670768841416704,351885973,negative,other,2016-07-09T06:54:11.000Z,"#Europeans resurgence in #ProEU leanings post #Brexit is a rejection of hate and fear. Hope remains.
https://t.co/j2iGBw4L0x","['proeu', 'europeans', 'brexit']"
100,100,100,100,100,100,100,2299453,773964330668847104,420368126,neutral,other,2016-09-08T19:20:50.000Z,#EU institutions keep nominating hardcore #proEU #federalists as #Art50 #Brexit #negotiators https://t.co/LmGfLbODGm,"['proeu', 'federalists', 'brexit', 'art50', 'eu', 'negotiators']"
