,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
69,69,69,69,69,69,69,1944276,746287268520935424,82861206,positive,other,2016-06-24T10:22:04.000Z,"Expect all the promises to tumble: #Brexit leader disowns Vote Leave's ""£350m for the NHS"" pledge https://t.co/Gquv3dLjao #brexitfail","['brexitfail', 'brexit']"
70,70,70,70,70,70,70,2033464,746323080625201152,51327592,negative,remain,2016-06-24T12:44:23.000Z,"I must say, extremely disappointed with you today UK! You just made even harder to visit you now! #Brexit #brexitfail","['brexitfail', 'brexit']"
71,71,71,71,71,71,71,2245768,746444869120458752,14405933,positive,remain,2016-06-24T20:48:19.000Z,British refugees are welcome! #Brexit #brexitfail https://t.co/17IsGIxqAb,"['brexitfail', 'brexit']"
72,72,72,72,72,72,72,2235900,746436204170739712,14405933,positive,other,2016-06-24T20:13:53.000Z,How about a visa requirement for citizens of the United Kingdom on 1 January 2017 when visiting the EU? #Brexit #brexitfail,"['brexitfail', 'brexit']"
73,73,73,73,73,73,73,2379923,746643234898743296,28092562,neutral,other,2016-06-25T09:56:33.000Z,The word 'clusterfuck' springs to mind. #Brexit #brexitfail https://t.co/lNu8FySFPC,"['brexitfail', 'brexit']"
74,74,74,74,74,74,74,2288992,746497689081241600,735187012165083008,negative,remain,2016-06-25T00:18:12.000Z,"Wales failed !!!
#Brexit #brexitfail https://t.co/AX3Zoc9PqU","['brexitfail', 'brexit']"
75,75,75,75,75,75,75,2382344,746645691427069952,45010849,negative,remain,2016-06-25T10:06:19.000Z,"Leave campaign rows back on key immigration and NHS pledges
https://t.co/xFxaPV9jkG
#Brexit #brexitfail","['brexitfail', 'brexit']"
76,76,76,76,76,76,76,2100415,746352937232900096,285303189,neutral,remain,2016-06-24T14:43:01.000Z,"And Scotland and Ireland are singing ""If u wanna be my lover, you gotta get with my friends"" to England. #Brexit #brexitfail","['brexitfail', 'brexit']"
77,77,77,77,77,77,77,2096197,746350938689003520,2907312337,positive,other,2016-06-24T14:35:04.000Z,Wow! #BrExit voters shooting themselves in the foot. Whodathunk it? Well done. #brexitfail. https://t.co/X0QCrvVISJ,"['brexitfail', 'brexit']"
78,78,78,78,78,78,78,2092452,746349149184999424,333933233,neutral,other,2016-06-24T14:27:58.000Z,"Cameron: I can't. I just can't with this. 
#Brexit #brexitfail","['brexitfail', 'brexit']"
79,79,79,79,79,79,79,2163506,746386633105149952,2933057674,negative,remain,2016-06-24T16:56:55.000Z,Regrets! Lots of Regrets! #Brexit #brexitfail,"['brexitfail', 'brexit']"
80,80,80,80,80,80,80,2290889,746501278616981504,1180123850,negative,other,2016-06-25T00:32:28.000Z,"The British are frantically Googling what the E.U. is, hours after voting to leave it. #Brexit #brexitfail  https://t.co/FyqjmwVVTG","['brexitfail', 'brexit']"
81,81,81,81,81,81,81,2314981,746553826618937344,735202976281694208,positive,remain,2016-06-25T04:01:17.000Z,Oh god what is even happening to the world?! #Brexit #brexitfail,"['brexitfail', 'brexit']"
82,82,82,82,82,82,82,2070708,746339343636258816,1964858874,neutral,other,2016-06-24T13:49:00.000Z,"So now, we need a new Risiko table.. #Brexit #brexitfail https://t.co/gDHgKcO885","['brexitfail', 'brexit']"
83,83,83,83,83,83,83,2361613,746621344691986432,198505957,negative,leave,2016-06-25T08:29:34.000Z,"So it turns out you really don't need to fool all the people all of the time, just 51.9% of them for a month #brexit #brexitfail","['brexitfail', 'brexit']"
84,84,84,84,84,84,84,2358415,746617172986839040,2797663371,neutral,leave,2016-06-25T08:13:00.000Z,"""We now live in a post-factual democracy."" #Brexit #brexitfail","['brexitfail', 'brexit']"
85,85,85,85,85,85,85,2091862,746348842635960320,74195162,negative,other,2016-06-24T14:26:45.000Z,"I don't believe in xenophobia, you are racist. That is all. #Brexit #brexitfail","['brexitfail', 'brexit']"
86,86,86,86,86,86,86,2365001,746625612123541504,155516086,positive,remain,2016-06-25T08:46:32.000Z,Even reality shows like IndianIdol&amp;Bigg Boss have better systems of public voting+jury decision to decide final outcome #Brexit #brexitfail,"['brexitfail', 'brexit']"
87,87,87,87,87,87,87,2100367,746352910691348480,98914068,positive,remain,2016-06-24T14:42:55.000Z,Good old times?  Hmmmm.... #brexitfail #brexit https://t.co/jHIN3LsTqi,"['brexitfail', 'brexit']"
88,88,88,88,88,88,88,2435329,746711641258135552,167497378,negative,remain,2016-06-25T14:28:23.000Z,"Fun-fact: my UK visa is a ""remain to leave"". It was confusing, but considering recent events I may got the gist of it. #Brexit #brexitfail","['brexitfail', 'brexit']"
89,89,89,89,89,89,89,2088115,746347037185163264,18377616,neutral,other,2016-06-24T14:19:34.000Z,All you need to know #Brexit #brexitfail https://t.co/IhGtTVMXsm,"['brexitfail', 'brexit']"
90,90,90,90,90,90,90,2294060,746507824511885312,580840764,negative,remain,2016-06-25T00:58:29.000Z,"Britons shocked to discover that voting counts. Now with video
https://t.co/bJRsMV3zCN
#Brexit #brexitfail","['brexitfail', 'brexit']"
91,91,91,91,91,91,91,2213534,746419127137370112,23452684,positive,other,2016-06-24T19:06:02.000Z,So upset and this letter to the FT says it perfectly. #brexit #brexitfail https://t.co/5OnLhiofWl,"['brexitfail', 'brexit']"
92,92,92,92,92,92,92,2272673,746473365985239040,236098738,neutral,other,2016-06-24T22:41:33.000Z,England what have you done...🙄😤 #Brexit  #EURefResults #brexitfail #12hourtweet,"['brexitfail', 'brexit', '12hourtweet', 'eurefresults']"
93,93,93,93,93,93,93,2089965,746347889279049728,1683196290,positive,other,2016-06-24T14:22:57.000Z,"Surely one of my great-grandparents was Irish, right? No? @NicolaSturgeon? @JustinTrudeau? Please take me in. #Brexit #Brexitfail #Bremainer","['brexitfail', 'brexit', 'bremainer']"
94,94,94,94,94,94,94,2422217,746693968272982016,2733194172,negative,remain,2016-06-25T13:18:09.000Z,"Donald was disguised as Boris !

#Brexit #brexitfail #BrexitIn5Words https://t.co/s47BqRJRg3","['brexitfail', 'brexit', 'brexitin5words']"
95,95,95,95,95,95,95,2249330,746448179059527680,2450685246,negative,remain,2016-06-24T21:01:28.000Z,"I hope the moral of this story is let countries break up with you, you're bad at breakups. #Brexit #BrexitVote #brexitfail","['brexitfail', 'brexit', 'brexitvote']"
96,96,96,96,96,96,96,2293890,746507459179622400,4446165916,positive,remain,2016-06-25T00:57:02.000Z,"They've left the EU? Hm, glad I'm in Ingary and not my former homeland. #Brexit #BrexitVote #brexitfail","['brexitfail', 'brexit', 'brexitvote']"
97,97,97,97,97,97,97,2310872,746544934597996544,46575463,neutral,remain,2016-06-25T03:25:57.000Z,Why was #Brexit given a celebrity couple nickname?? #BrexitVote #brexitfail,"['brexitfail', 'brexit', 'brexitvote']"
98,98,98,98,98,98,98,2156218,746382194222895104,21453691,positive,leave,2016-06-24T16:39:16.000Z,"Call me when Britain votes to stop adding U's to Humor, Color and Flavor #Brexit #BrexitVote #brexitfail","['brexitfail', 'brexit', 'brexitvote']"
99,99,99,99,99,99,99,2385988,746649589411880960,1591544719,positive,other,2016-06-25T10:21:48.000Z,".@SlaveckM Who's next? Good question, off the top of my head I'd say... SCOTLAND then maybe Northern Ireland #Brexit #BrexitVote #Brexitfail","['brexitfail', 'brexit', 'brexitvote']"
100,100,100,100,100,100,100,2292731,746504878617329664,605203010,positive,remain,2016-06-25T00:46:47.000Z,"The window of hope for the same is that the referendum isn't legally binding. 

#Brexit #BrexitVote #brexitfail","['brexitfail', 'brexit', 'brexitvote']"
101,101,101,101,101,101,101,2308840,746540464627716096,746410596564885504,neutral,remain,2016-06-25T03:08:11.000Z,Basically it was an out of course question.. #Brexit #BrexitVote #brexitfail https://t.co/9mCT6CXuTv,"['brexitfail', 'brexit', 'brexitvote']"
102,102,102,102,102,102,102,2150589,746378936595030016,1617253484,negative,remain,2016-06-24T16:26:20.000Z,"I fear that #Brexit heralds an era where walls dominate Europe, both physically and metaphorically. #BrexitVote #brexitfail","['brexitfail', 'brexit', 'brexitvote']"
103,103,103,103,103,103,103,2377073,746639948225314816,244049123,neutral,remain,2016-06-25T09:43:30.000Z,When you put it like that... An appalling vista? #Brexit #BrexitVote #brexitfail #UKreferendum https://t.co/HFkh6T3EKU,"['brexitfail', 'brexit', 'brexitvote', 'ukreferendum']"
104,104,104,104,104,104,104,2145119,746375860085624832,15191234,neutral,other,2016-06-24T16:14:06.000Z,"Well, I honestly didn't expect that. ...who's got some stock tips? 
#Brexit #byebyeEU #brexitfail","['brexitfail', 'brexit', 'byebyeeu']"
105,105,105,105,105,105,105,2270348,746470516723056640,266326338,negative,other,2016-06-24T22:30:14.000Z,#Brexit What happens when you follow a racist hating idiot over the cliff? #CNN Money https://t.co/JJRHj788Ru #brexitfail,"['brexitfail', 'brexit', 'cnn']"
106,106,106,106,106,106,106,2417171,746687623675154432,4876710737,neutral,other,2016-06-25T12:52:56.000Z,"#Brexit #EUreferendum #DavidCameronResigns #NigelFarage #BorisForPM #brexitfail 
Something to lighten the mood https://t.co/Krgx8Kx4rm","['brexitfail', 'brexit', 'davidcameronresigns', 'borisforpm', 'eureferendum', 'nigelfarage']"
107,107,107,107,107,107,107,2267616,746467135539535872,495005416,negative,remain,2016-06-24T22:16:48.000Z,At least the job centres will be empty now 🙄 #Brexit #EUref #brexitfail https://t.co/za5KaLQnOh,"['brexitfail', 'brexit', 'euref']"
108,108,108,108,108,108,108,2382635,746645990212505600,2180414952,positive,remain,2016-06-25T10:07:30.000Z,Maybe with a female leadership the UK.... #Brexit #brexitfail #EUreferendum https://t.co/v6HpowdpEs,"['brexitfail', 'brexit', 'eureferendum']"
109,109,109,109,109,109,109,2259729,746458432476164096,343348731,neutral,other,2016-06-24T21:42:13.000Z,Maybe the US should now colonize England #Brexit #brexitfail #EURefResults #EUreferendum,"['brexitfail', 'brexit', 'eureferendum', 'eurefresults']"
110,110,110,110,110,110,110,1980441,746301793953521664,4483534995,neutral,remain,2016-06-24T11:19:47.000Z,take a sit and grab some notions abput who Farage really is! #EURefResults #Brexit #brexitfail https://t.co/h88WcrL6XQ,"['brexitfail', 'brexit', 'eurefresults']"
111,111,111,111,111,111,111,1914308,746275240972587008,123050185,positive,remain,2016-06-24T09:34:17.000Z,"#EURefResults Lets say we're done now, prepare for the road downhill. Is Canada is good place to live #Brexit #brexitfail #LittleEngland","['brexitfail', 'brexit', 'eurefresults', 'littleengland']"
112,112,112,112,112,112,112,2146342,746376575017328640,51819665,neutral,leave,2016-06-24T16:16:57.000Z,So now will Bond need a Schengen VISA? #Brexit #BrexitVote #bond #Britain #brexitfail #EuropeanUnion #EUreferendum #UKreferendum,"['brexitfail', 'brexit', 'europeanunion', 'eureferendum', 'bond', 'britain', 'brexitvote', 'ukreferendum']"
113,113,113,113,113,113,113,2245965,746445045104939008,4169538795,positive,remain,2016-06-24T20:49:01.000Z,.@cyzen British humans are welcome! #Brexit #brexitfail #HumanCrisis,"['brexitfail', 'brexit', 'humancrisis']"
114,114,114,114,114,114,114,2275202,746476698116423680,23376234,negative,remain,2016-06-24T22:54:48.000Z,.@accuweather Winter forecast says to fill your heating oil tank when #Brexit fuel prices drop. #brexitfail #LaNina https://t.co/DbzLxhn3U1,"['brexitfail', 'brexit', 'lanina']"
115,115,115,115,115,115,115,2265737,746465062072655872,823716716,positive,remain,2016-06-24T22:08:34.000Z,"Wow, numbers don't lie #Brexit #brexitfail #neverdrumpf https://t.co/KQm3FhvSlb","['brexitfail', 'brexit', 'neverdrumpf']"
